Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Elizabeth Keane,21,35,39,14,35.9,1,0,0.0,12,7,58.3,20,13,33,5,5,8,11,7812
Tammy Hoare,12,21,23,9,39.1,0,0,0.0,5,3,60.0,10,1,11,1,1,3,3,7812
Desiree Glaubitz,21,253,230,94,40.9,79,24,30.4,55,41,74.5,80,29,109,96,4,16,53,7812
Deanne Butler,9,92,69,33,47.8,26,12,46.2,18,14,77.8,26,11,37,25,0,11,8,7812
Anna Crosswhite,4,14,15,4,27.0,6,2,33.0,6,4,67.0,4,3,7,1,0,1,2,7812
Hollie Florance,21,403,350,160,45.7,43,16,37.2,96,67,69.8,176,58,234,37,22,18,46,7812
Sharin Milner,21,302,211,106,50.2,61,28,45.9,84,62,73.8,37,20,57,82,1,35,42,7812
Cara Angel,19,3,8,1,12.5,1,0,0.0,1,1,100.0,4,0,4,1,0,4,5,7812
Karen Ashby,21,199,211,86,40.8,3,0,0.0,35,27,77.1,80,28,108,38,21,4,31,7812
Lucy Dawson,9,1,1,0,0.0,1,0,0.0,2,1,50.0,0,0,0,0,0,0,2,7812
KATE McMeeken-Ruscoe,21,184,167,70,41.9,64,23,35.9,24,21,87.5,21,24,45,28,1,8,25,7812
Natasha Albakov,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7812
Tania Baxter,21,219,160,72,45.0,68,27,39.7,53,48,90.6,27,7,34,43,5,10,31,7817
Rohanee Cox,20,360,256,131,51.2,38,15,39.5,109,83,76.1,92,61,153,55,21,38,61,7817
Andrea Walsh,20,14,24,6,25.0,8,2,25.0,0,0,0.0,6,5,11,6,0,4,3,7817
Claudia Brassard,21,131,116,51,44.0,6,1,16.7,39,28,71.8,43,24,67,18,4,4,16,7817
Rachael McCully,19,108,80,35,43.8,16,3,18.8,43,35,81.4,55,9,64,53,2,11,43,7817
Melissa Hill,10,5,4,1,25.0,0,0,0.0,7,3,42.9,3,4,7,1,0,1,3,7817
Jennifer Crouse,21,224,152,90,59.2,0,0,0.0,54,44,81.5,120,53,173,21,50,12,33,7817
Celeste Heilbronn,21,50,23,10,43.5,6,2,33.3,36,28,77.8,10,6,16,16,0,8,16,7817
Renae Camino,21,386,374,146,39.0,99,32,32.3,101,62,61.4,78,59,137,43,6,12,56,7817
Kirby Dalgleish,5,6,6,3,50.0,1,0,0.0,0,0,0.0,3,0,3,2,1,1,0,7817
Lisa Brennan,10,14,9,4,44.4,1,1,100.0,6,5,83.3,6,1,7,1,0,1,7,7817
Biancia Abbott,21,49,42,22,52.4,0,0,0.0,7,5,71.4,25,14,39,8,2,3,18,7817
Vanessa Micallef,1,7,4,1,25.0,3,1,33.0,6,4,67.0,3,1,4,2,0,0,0,7817
Kelly Wilson,18,141,126,59,46.8,41,12,29.3,15,11,73.3,44,14,58,33,2,13,35,7817
Christine Boyd,16,103,137,48,35.0,3,3,100.0,8,4,50.0,41,21,62,10,3,4,26,7800
NARELLE HENRY,14,38,51,16,31.4,31,5,16.1,2,1,50.0,28,3,31,18,1,6,27,7800
Carly Wilson,21,363,343,142,41.4,47,18,38.3,69,61,88.4,96,40,136,50,22,31,46,7800
Melissa Marsh,21,165,146,66,45.2,43,13,30.2,24,20,83.3,52,9,61,56,6,12,51,7800
Zoe Carr,21,119,152,53,34.9,23,2,8.7,19,11,57.9,47,25,72,36,6,11,31,7800
Angela Marino,21,174,161,55,34.2,65,19,29.2,54,45,83.3,38,15,53,52,2,15,47,7800
Melinda Andriejunas,21,41,38,14,36.8,11,5,45.5,13,8,61.5,15,4,19,3,0,5,30,7800
Emily Fielding,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7800
Ainsleigh Sanders,16,3,3,1,33.3,0,0,0.0,2,1,50.0,4,3,7,3,0,3,6,7800
Jasmine Finnigan,17,60,76,26,34.2,18,2,11.1,7,6,85.7,29,18,47,7,7,4,16,7800
Crista Hays,21,208,188,89,47.3,0,0,0.0,55,30,54.5,85,44,129,15,21,13,47,7800
Bindi Foote,11,0,3,0,0.0,2,0,0.0,0,0,0.0,1,0,1,1,0,2,0,7800
ELIZABETH COOKE,21,26,29,10,34.5,0,0,0.0,18,6,33.3,9,11,20,8,3,1,10,7800
Emma Berryman,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7800
Ashlee CANN,5,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,7800
Louella Tomlinson,9,20,19,7,37.0,4,3,75.0,6,3,50.0,11,6,17,10,6,0,7,7814
Rebecca Schatz,21,118,122,46,37.7,19,3,15.8,31,23,74.2,32,19,51,47,8,9,62,7814
Ellie Manou,16,81,67,33,49.3,1,0,0.0,29,15,51.7,49,27,76,14,3,3,38,7814
Molly Rice,18,58,58,20,34.5,41,14,34.1,7,4,57.1,17,1,18,15,1,5,23,7814
Mia Murray,21,110,106,38,35.8,52,20,38.5,26,14,53.8,24,4,28,19,3,9,28,7814
Emma Langford,20,118,103,45,43.7,19,6,31.6,34,22,64.7,32,20,52,28,5,11,33,7814
Kate Gaze,14,27,34,9,26.5,21,6,28.6,6,3,50.0,14,1,15,14,1,1,14,7814
Jaimee Kennedy,2,8,4,2,50.0,1,0,0.0,8,4,50.0,4,5,9,1,0,1,6,7814
Ellyce Ironmonger,17,27,32,11,34.4,1,0,0.0,7,5,71.4,17,9,26,1,3,1,8,7814
Marianna Tolo,21,171,135,72,53.3,1,0,0.0,44,27,61.4,64,33,97,15,35,6,41,7814
Nikita-Lee Martin,21,68,89,26,29.2,29,6,20.7,13,10,76.9,31,22,53,29,6,11,45,7814
Nicole Hunt,13,63,82,24,29.3,39,8,20.5,10,7,70.0,24,12,36,28,3,11,27,7814
Cayla George,21,278,267,110,41.2,68,24,35.3,56,34,60.7,132,45,177,43,33,19,59,7814
Louella Tomlinson,9,20,19,7,36.8,4,3,75.0,6,3,50.0,11,6,17,10,6,0,7,7814
Katie Ebzery,20,163,186,68,36.6,48,13,27.1,17,14,82.4,44,22,66,30,5,15,69,7814
