Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Adrianne Gilbert,24,87,78,29,37.2,16,5,31.3,36,24,66.7,56,23,79,56,8,13,50,7811
Lauren Paterson,13,8,10,4,40.0,1,0,0.0,2,0,0.0,1,0,1,0,1,2,4,7811
Kelly Wilson,24,137,137,54,39.4,39,12,30.8,21,17,81.0,26,22,48,22,1,14,26,7811
KYLIE REID,23,85,89,32,36.0,28,7,25.0,18,14,77.8,28,14,42,20,1,11,21,7812
Desiree Glaubitz,23,111,97,41,42.3,30,11,36.7,27,18,66.7,56,28,84,30,2,13,19,7812
Katrina Hibbert,23,427,339,162,47.8,94,34,36.2,76,69,90.8,142,41,183,87,6,28,72,7812
Deanne Butler,23,213,213,85,39.9,66,19,28.8,39,24,61.5,81,9,90,71,1,21,62,7812
Hollie Florance,23,374,377,157,41.6,17,4,23.5,84,56,66.7,128,70,198,57,38,9,35,7812
Sharin Milner,23,84,92,34,37.0,22,3,13.6,22,13,59.1,25,9,34,60,2,14,24,7812
Katie Davis,20,150,145,58,40.0,35,12,34.3,27,22,81.5,47,13,60,39,10,10,29,7812
Zoe Carr,23,18,18,7,38.9,1,0,0.0,6,4,66.7,3,5,8,7,2,2,4,7812
Erica McMenamin,16,10,6,3,50.0,4,1,25.0,3,3,100.0,5,2,7,1,0,3,0,7812
Tarryn Thornton,11,3,3,1,33.3,2,1,50.0,2,0,0.0,0,0,0,0,0,0,1,7812
Claire McLeod,8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,7812
Larissa Anderson,23,224,195,88,45.1,67,24,35.8,28,24,85.7,121,37,158,40,25,32,31,7812
Samantha Woosnam,7,77,85,30,35.0,23,5,22.0,16,12,75.0,36,8,44,22,1,18,16,7810
Monique Bowley,21,112,115,36,31.3,63,17,27.0,41,23,56.1,44,14,58,21,6,6,25,7810
Jessica Mahony,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7810
Jennifer Screen,22,332,277,127,45.8,71,30,42.3,60,48,80.0,127,49,176,127,5,30,67,7810
Laura Hodges,22,430,328,176,53.7,49,18,36.7,87,60,69.0,96,61,157,55,20,20,46,7810
Kamala Lamshed,12,44,39,15,38.5,29,12,41.4,4,2,50.0,6,7,13,11,0,0,3,7810
Rachel Keller,14,24,34,11,32.4,0,0,0.0,12,2,16.7,15,12,27,7,7,1,4,7810
Cherie Gallagher,22,151,151,61,40.4,32,7,21.9,31,22,71.0,74,22,96,32,12,14,30,7810
Jenah Piwanski,22,35,49,8,16.3,14,2,14.3,30,17,56.7,15,2,17,7,2,2,15,7810
Erin Seward,17,106,120,36,30.0,33,6,18.2,37,28,75.7,29,17,46,32,0,9,22,7810
Erin Phillips,22,331,279,120,43.0,76,20,26.3,87,71,81.6,119,70,189,116,4,33,62,7810
Amanda Williams,10,3,14,1,7.1,10,1,10.0,0,0,0.0,3,4,7,5,0,4,0,7810
Kerrin Truslove,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7810
Kylie Newbold,5,11,7,3,43.0,0,0,0.0,6,5,83.0,8,3,11,0,0,1,6,7810
Nicki Thompson,16,32,30,10,33.3,7,0,0.0,17,12,70.6,12,3,15,5,3,3,10,7810
LISA SCAGLIA,2,10,8,4,50.0,3,1,33.3,2,1,50.0,2,1,3,0,0,0,2,7810
Tracey Peacock,10,13,10,5,50.0,0,0,0.0,6,3,50.0,5,5,10,2,0,1,5,7810
Jenny Whittle,21,357,326,141,43.3,41,10,24.4,82,65,79.3,161,33,194,55,48,13,61,7818
Kellie Abrams,7,70,61,27,44.3,24,9,37.5,18,7,38.9,22,12,34,9,1,6,22,7818
Gemma Sutherland,16,18,22,6,27.3,0,0,0.0,16,6,37.5,27,12,39,7,5,9,4,7818
Tully Bevilaqua,16,189,143,63,44.1,80,36,45.0,44,27,61.4,67,16,83,44,3,40,40,7818
Eleanor Sharp,21,175,160,70,43.8,33,14,42.4,27,21,77.8,38,18,56,41,7,23,46,7818
Sarah Berry,13,34,40,13,32.5,17,5,29.4,8,3,37.5,17,6,23,11,1,1,14,7818
NERRIDA COOPER,15,56,70,21,30.0,12,2,16.7,18,12,66.7,42,15,57,10,5,9,26,7818
Katie Rose,9,0,2,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,5,7818
Kylie Langi (nee Gwyther),21,24,20,6,30.0,0,0,0.0,15,12,80.0,14,9,23,5,2,4,10,7818
Angela Marino,21,368,341,103,30.2,149,46,30.9,139,116,83.5,55,15,70,62,0,17,62,7818
Donna Wilkins,12,142,109,52,47.7,10,6,60.0,41,32,78.0,79,41,120,15,6,15,24,7818
Tania Baxter,21,251,235,77,32.8,112,30,26.8,83,67,80.7,45,13,58,55,4,11,40,7817
NATALIE PORTER,17,228,239,79,33.1,78,20,25.6,68,50,73.5,82,43,125,46,10,20,44,7817
Aneka Davis,11,55,73,17,23.3,1,0,0.0,27,21,77.8,21,19,40,6,4,6,14,7817
Claudia Brassard,21,292,260,96,36.9,9,1,11.1,133,99,74.4,111,79,190,32,15,24,46,7817
Rachael McCully,21,116,88,41,46.6,17,6,35.3,38,28,73.7,57,25,82,58,7,19,54,7817
Lauren King,21,185,176,74,42.0,59,20,33.9,23,17,73.9,94,35,129,33,15,21,31,7817
Georgia Woodyard,21,130,127,52,40.9,7,1,14.3,34,25,73.5,61,36,97,17,6,14,38,7817
Julia Duroux,21,73,55,24,43.6,8,0,0.0,38,25,65.8,14,18,32,10,2,2,14,7817
Simone Page,14,12,17,5,29.4,12,2,16.7,2,0,0.0,5,0,5,8,0,0,6,7817
Celeste Heilbronn,17,14,12,3,25.0,2,0,0.0,10,8,80.0,5,8,13,7,0,7,8,7817
Dawn Cressman,5,14,21,5,23.8,6,1,16.7,6,3,50.0,7,5,12,3,2,0,7,7817
Naomi Pedro,11,8,4,2,50.0,0,0,0.0,4,4,100.0,5,2,7,2,0,0,0,7817
Chandi Jones,11,154,140,61,43.6,26,10,38.5,34,22,64.7,33,13,46,14,4,13,26,7817
Kathleen Macleod,20,233,179,74,41.3,72,30,41.7,65,55,84.6,54,16,70,77,2,19,59,7814
Rebecca Duke,21,133,121,54,44.6,12,1,8.3,46,24,52.2,47,25,72,46,27,15,48,7814
Mikaela Dombkins,20,110,109,45,41.3,23,10,43.5,16,10,62.5,44,12,56,37,5,11,38,7814
Caitlin Cunningham,17,149,159,59,37.1,8,1,12.5,41,30,73.2,50,22,72,18,11,4,24,7814
Christina Fox,19,127,148,50,33.8,69,21,30.4,7,6,85.7,32,11,43,17,2,6,47,7814
Renae Camino,21,362,294,143,48.6,42,10,23.8,103,66,64.1,145,54,199,33,8,12,58,7814
Gemma Koehler,16,6,10,3,30.0,0,0,0.0,0,0,0.0,9,2,11,1,1,1,7,7814
Melissa Smith,18,92,103,41,39.8,0,0,0.0,17,10,58.8,34,19,53,13,10,9,33,7814
Rachel Herrick,21,40,37,17,45.9,0,0,0.0,14,6,42.9,38,11,49,3,7,2,15,7814
Elyse Penaluna,6,28,32,9,28.1,0,0,0.0,12,10,83.3,9,6,15,2,7,4,9,7814
Leah Mencel,15,29,25,9,36.0,4,0,0.0,16,11,68.8,10,5,15,8,1,2,16,7814
Louella Tomlinson,7,3,4,1,25.0,0,0,0.0,2,1,50.0,6,0,6,1,5,0,3,7814
Louella Tomlinson,7,3,4,1,25.0,0,0,0.0,2,1,50.0,6,0,6,1,5,0,3,7814
Jenna O&#039;Hea,20,223,181,80,44.2,49,14,28.6,58,49,84.5,57,28,85,44,5,36,63,7814
Christine Boyd,16,108,128,46,35.9,7,1,14.3,22,15,68.2,53,28,81,22,12,8,25,7800
Danielle Ramsay,10,10,15,5,33.3,1,0,0.0,0,0,0.0,2,1,3,2,2,4,6,7800
NARELLE HENRY,17,85,117,31,26.5,76,19,25.0,4,4,100.0,31,9,40,38,3,22,54,7800
Megan Thompson,17,75,85,24,28.2,19,3,15.8,31,24,77.4,19,10,29,32,2,13,37,7800
Rebecca Brincat,19,163,164,67,40.9,30,9,30.0,31,20,64.5,64,23,87,57,4,25,45,7800
Kim Morcom,18,91,100,36,36.0,40,15,37.5,7,4,57.1,40,21,61,38,5,14,67,7800
Suzanne Williams,11,36,49,14,28.6,31,8,25.8,0,0,0.0,10,8,18,10,1,1,12,7800
Shelley Burston,21,278,262,98,37.4,62,17,27.4,101,65,64.4,119,41,160,60,31,19,66,7800
Tegan Walker,9,27,28,10,35.7,12,4,33.3,6,3,50.0,6,2,8,5,0,1,12,7800
Renee Mathews,18,105,153,49,32.0,17,3,17.6,7,4,57.1,60,25,85,18,12,15,34,7800
Melissa Marsh,21,180,213,67,31.5,77,21,27.3,37,25,67.6,46,25,71,31,1,15,48,7800
Carli Boyanich,15,45,63,21,33.3,1,0,0.0,10,3,30.0,32,12,44,5,4,1,14,7800
Allison Ramirez,4,0,4,0,0.0,3,0,0.0,0,0,0.0,3,1,4,1,0,0,1,7800
