Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Briahna Whatman,1,0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,13821
Aimie Clydesdale,16,68,85,26,31.0,29,8,28.0,12,8,67.0,27,6,33,22,1,9,23,13821
Lauren Mansfield,21,326,304,130,43.0,82,31,38.0,40,35,88.0,71,28,99,114,4,17,58,13824
Biancia Abbott,1,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,13824
Bree Farley,25,39,42,14,33.0,28,8,29.0,6,3,50.0,18,4,22,12,2,6,9,13824
Rachel Jarry,25,356,287,116,40.0,74,35,47.0,113,89,79.0,101,44,145,65,7,24,52,13824
Amy Lewis,23,175,196,70,36.0,54,16,30.0,24,19,79.0,58,31,89,41,7,15,41,13824
Rebecca Allen,20,229,230,87,38.0,79,25,32.0,38,30,79.0,72,38,110,21,19,36,24,13824
Nadeen Payne,26,265,208,94,45.0,80,28,35.0,56,49,88.0,62,29,91,36,11,11,25,13824
Emma McKenzie,13,10,4,3,75.0,0,0,0.0,4,4,100.0,3,5,8,0,1,1,5,13824
Isabella Brancatisano,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,13824
Denesha Stallworth,10,134,96,51,53.1,0,0,0.0,39,32,82.1,37,32,69,5,7,5,11,13824
Ify Ibekwe,24,336,258,125,48.0,37,10,27.0,127,76,60.0,144,67,211,57,15,30,74,13824
Shyla Heal,14,10,15,3,20.0,0,0,0.0,6,4,67.0,3,4,7,3,0,5,8,13824
Aja Parham,1,5,6,2,33.0,1,0,0.0,1,1,100.0,2,1,3,0,0,1,1,13824
Jordan Hooper,15,277,238,100,42.0,108,42,39.0,38,35,92.0,95,34,129,17,7,11,25,13824
Rachel Jarry,25,356,287,116,40.0,74,35,47.0,113,89,79.0,101,44,145,65,7,24,52,13824
Shyla Heal,14,10,15,3,20.0,0,0,0.0,6,4,67.0,3,4,7,3,0,5,8,13824
Alex Wilson,24,201,168,77,45.8,65,22,33.8,32,25,78.1,81,18,99,38,6,15,32,13822
Rohanee Cox,13,12,14,4,28.6,5,2,40.0,4,2,50.0,12,4,16,2,1,0,9,13822
Casey Samuels,24,163,171,57,33.3,84,27,32.1,27,22,81.5,57,11,68,30,11,6,42,13822
Kathryn Rendell,5,0,1,0,0.0,0,0,0.0,0,0,0.0,2,4,6,1,1,0,3,13822
Hayley Moffatt,24,135,139,57,41.0,24,6,25.0,16,15,93.8,32,16,48,37,7,8,34,13822
Nicole How,13,9,7,2,28.6,2,0,0.0,6,5,83.3,4,1,5,4,0,1,4,13822
Kate Seebohm,7,0,2,0,0.0,0,0,0.0,0,0,0.0,2,0,2,2,0,0,4,13822
Joslyn Tinkle,24,274,244,100,41.0,82,25,30.5,56,49,87.5,111,28,139,38,27,19,38,13822
Carolyn Swords,17,206,122,82,67.2,0,0,0.0,56,42,75.0,79,42,121,26,17,10,37,13822
Annabel Starr,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,13822
Carly Boag,24,132,99,55,55.6,3,0,0.0,35,22,62.9,81,53,134,13,9,12,32,13822
Tahlia Tupaea,23,308,236,101,42.8,64,28,43.8,87,78,89.7,53,13,66,80,2,27,52,13822
Katie Ebzery,24,425,329,148,45.0,81,32,39.5,112,97,86.6,60,17,77,97,4,17,61,13822
Belinda Snell,24,362,334,125,37.4,177,66,37.3,48,46,95.8,110,20,130,87,13,42,64,13825
Gabrielle Richards,24,372,289,150,51.9,4,1,25.0,86,71,82.6,140,79,219,32,26,16,49,13825
Sarah McAppion,5,2,8,1,12.5,1,0,0.0,0,0,0.0,0,2,2,0,0,0,2,13825
Jane Chalmers,14,13,17,5,29.4,10,3,30.0,0,0,0.0,0,0,0,2,1,0,4,13825
Andrea Wilson,7,2,1,1,100.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,13825
Kerryn Harrington,24,168,162,58,35.8,103,33,32.0,25,19,76.0,34,7,41,43,4,20,30,13825
Heather OLIVER,20,103,95,35,36.8,14,3,21.4,41,30,73.2,29,45,74,22,7,11,29,13825
Kelsey Griffin,21,375,299,140,46.8,69,19,27.5,97,76,78.4,140,69,209,39,20,41,44,13825
Ebony Rolph,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,13825
ASHLEIGH SPENCER,21,42,49,17,34.7,6,0,0.0,13,8,61.5,15,7,22,6,2,1,13,13825
Joy Burke,24,65,63,24,38.1,0,0,0.0,30,17,56.7,37,28,65,4,9,3,33,13825
Molly Mathews,3,0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,3,1,0,0,1,13825
Kelly Wilson,24,273,284,91,32.0,93,31,33.3,71,60,84.5,56,29,85,131,2,22,68,13825
Taylor Ortlepp,3,2,4,0,0.0,3,0,0.0,2,2,100.0,0,3,3,0,0,3,0,118758
Mikaela Dombkins,20,148,167,52,31.1,84,26,31.0,26,18,69.2,42,15,57,51,2,5,37,118758
Kayla Steindl,18,259,212,104,49.1,21,6,28.6,54,45,83.3,53,46,99,22,17,26,34,118758
Leilani Mitchell,24,417,347,149,42.9,115,38,33.0,94,81,86.2,67,19,86,125,4,55,83,118758
Jessica Good,20,88,91,31,34.1,39,11,28.2,31,15,48.4,20,32,52,19,6,7,16,118758
Kelly Bowen,23,220,263,87,33.1,41,9,22.0,48,37,77.1,87,48,135,26,3,24,43,118758
Mikaela Ruef,24,315,314,116,36.9,19,4,21.1,121,79,65.3,189,95,284,52,18,25,49,118758
Alex Ciabattoni,20,92,84,39,46.4,27,6,22.2,13,8,61.5,31,17,48,20,1,8,10,118758
Jessica Bygate,17,56,48,22,45.8,0,0,0.0,20,12,60.0,15,13,28,2,4,4,14,118758
Morgan Yaeger,19,63,58,20,34.5,12,4,33.3,24,19,79.2,10,10,20,8,1,5,19,118758
Ieva Nagy,6,11,16,4,25.0,9,3,33.3,0,0,0.0,1,3,4,1,0,0,0,118758
Mollie McKendrick,2,3,4,1,25.0,0,0,0.0,2,1,50.0,1,2,3,1,0,0,1,118758
Mikayla Pirini,17,11,13,4,30.8,4,1,25.0,4,2,50.0,7,1,8,13,0,2,9,118758
Madeleine Garrick,24,320,295,120,40.7,140,57,40.7,28,23,82.1,89,20,109,44,4,21,64,13823
Kristen Veal,13,24,23,7,30.4,12,5,41.7,8,5,62.5,16,3,19,32,1,4,19,13823
Elyse Penaluna,18,240,202,101,50.0,23,9,39.1,39,29,74.4,98,32,130,30,23,18,45,13823
Alice Kunek,24,304,284,99,34.9,132,45,34.1,76,61,80.3,86,35,121,54,7,14,66,13823
Tess Madgen,18,259,206,91,44.2,84,35,41.7,57,42,73.7,51,13,64,76,0,9,75,13823
Tayla Roberts,8,14,17,7,41.2,0,0,0.0,0,0,0.0,4,9,13,2,1,0,3,13823
Olivia Thompson,24,137,143,64,44.8,1,0,0.0,13,9,69.2,55,29,84,13,8,6,24,13823
Shanae Greaves,24,67,61,26,42.6,2,0,0.0,24,15,62.5,33,33,66,25,5,6,25,13823
kate oliver,24,125,128,55,43.0,18,6,33.3,19,9,47.4,73,34,107,24,17,16,31,13823
Kasey Burton,6,6,8,2,25.0,3,0,0.0,2,2,100.0,2,1,3,0,0,0,4,13823
Ashleigh Stewart,3,2,1,1,100.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,1,13823
Chloe Molloy,5,16,7,5,71.4,3,3,100.0,4,3,75.0,2,0,2,8,0,3,10,13823
Courtenay Wragg,2,0,1,0,0.0,1,0,0.0,0,0,0.0,1,1,2,1,0,0,3,13823
Genevieve Ogier,1,2,2,1,50.0,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,13823
Brittany Smart,17,184,141,65,46.1,61,30,49.2,30,24,80.0,40,40,80,43,5,18,34,13823
Rebecca Haynes,19,39,44,16,36.4,9,1,11.1,7,6,85.7,29,13,42,10,9,4,11,7846
Abigail Wehrung,23,104,98,34,34.7,43,12,27.9,31,24,77.4,27,8,35,28,2,6,39,7846
Jessica Bibby,23,187,184,65,35.3,102,33,32.4,31,24,77.4,10,8,18,20,0,13,25,7846
Carly Wilson,23,132,127,48,37.8,65,26,40.0,10,10,100.0,39,22,61,34,13,14,17,7846
Hanna Zavecz,2,3,6,0,0.0,0,0,0.0,4,3,75.0,4,3,7,4,1,0,4,7846
Abby Bishop,23,332,273,119,43.6,55,17,30.9,100,77,77.0,132,37,169,42,25,19,55,7846
Tanya Smith,4,16,10,7,70.0,0,0,0.0,10,2,20.0,4,5,9,1,1,1,3,7846
Rosie FADLJEVIC,8,34,50,13,26.0,0,0,0.0,8,8,100.0,10,7,17,10,1,4,6,7846
Alice Coddington,19,17,18,7,38.9,2,1,50.0,4,2,50.0,7,2,9,13,2,4,15,7846
Stephanie Talbot,23,261,239,93,38.9,63,17,27.0,74,58,78.4,122,42,164,61,18,30,88,7846
Ellie Junod,9,16,10,7,70.0,0,0,0.0,4,2,50.0,3,0,3,5,0,3,2,7846
Denesha Stallworth,11,187,141,79,56.0,0,0,0.0,34,29,85.3,54,20,74,8,15,10,28,7846
Renee Montgomery,18,279,249,102,41.0,78,23,29.5,68,52,76.5,52,5,57,72,3,25,51,7846
