Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Jessica Foley,21,219,188,77,41.0,76,31,41.0,46,34,74.0,59,14,73,40,4,19,59,7814
Laura Hodges,21,281,223,107,48.0,11,1,9.0,104,66,63.0,78,52,130,46,11,11,54,7814
Nicole Carr,17,52,56,16,29.0,36,12,33.0,10,8,80.0,26,8,34,22,3,8,27,7814
Hollie Florance,21,222,212,89,42.0,8,2,25.0,61,42,69.0,110,66,176,30,16,7,46,7814
Katie Davis,21,64,71,26,37.0,25,8,32.0,5,4,80.0,36,9,45,33,5,13,39,7814
Eleanor Haring,11,17,22,7,32.0,8,1,13.0,2,2,100.0,6,4,10,5,1,0,6,7814
Emma McDonald,20,30,24,11,46.0,0,0,0.0,11,8,73.0,15,5,20,2,2,1,7,7814
Lauren King,19,19,22,8,36.0,10,3,30.0,0,0,0.0,12,4,16,16,4,3,10,7814
Georgia Woodyard,19,23,22,8,36.0,0,0,0.0,9,7,78.0,22,10,32,6,2,8,28,7814
KYLIE REID,20,44,61,14,23.0,20,6,30.0,15,10,67.0,21,6,27,7,0,5,22,7812
Jodie Datson,20,208,179,74,41.0,58,19,33.0,53,41,77.0,53,30,83,46,8,18,34,7812
Katrina Hibbert,20,210,215,84,39.0,75,17,23.0,27,25,93.0,68,28,96,42,6,26,51,7812
Monica Bello,1,2,2,1,50.0,1,0,0.0,0,0,0.0,0,1,1,0,0,0,2,7812
Michelle Couling,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7812
Kirstie Dench,21,203,214,76,36.0,49,14,29.0,45,37,82.0,67,26,93,27,5,9,29,7812
Deanne Butler,20,91,105,33,31.0,43,15,35.0,13,10,77.0,20,9,29,37,3,15,30,7812
Tegan Fowler,21,47,53,18,34.0,4,2,50.0,12,9,75.0,25,11,36,4,16,7,14,7812
Andrea Walsh,21,147,135,60,44.0,31,8,26.0,34,19,56.0,35,41,76,35,1,18,34,7812
Sharin Milner,21,139,151,55,36.0,30,5,17.0,40,24,60.0,31,15,46,68,0,24,36,7812
Michelle Fletcher,21,85,78,31,40.0,5,0,0.0,42,23,55.0,26,23,49,10,4,5,32,7812
Larissa Anderson,21,238,237,93,39.0,61,23,38.0,33,29,88.0,79,41,120,19,23,25,30,7812
Christine Boyd,21,347,333,151,45.0,3,0,0.0,66,45,68.0,115,60,175,33,32,18,60,7800
Jenny Bedford,9,77,104,31,30.0,24,4,17.0,15,11,73.0,11,17,28,21,5,17,22,7800
Melissa McClure,21,213,232,79,34.0,61,9,15.0,62,46,74.0,101,37,138,80,20,52,78,7800
Megan Clarke,5,34,24,12,50.0,4,1,25.0,14,9,64.0,10,6,16,5,2,3,11,7800
Brook Hiddlestone,5,16,19,7,37.0,0,0,0.0,2,2,100.0,3,8,11,6,2,1,3,7800
Kim Morcom,21,110,120,36,30.0,51,14,27.0,50,24,48.0,66,28,94,54,12,23,69,7800
Deanne Ranford,21,139,214,57,27.0,38,9,24.0,26,16,62.0,46,14,60,64,3,17,92,7800
Suzanne Williams,18,65,89,28,31.0,42,7,17.0,5,2,40.0,23,14,37,17,3,14,23,7800
Tegan Walker,13,14,30,6,20.0,4,0,0.0,6,2,33.0,9,10,19,12,0,1,26,7800
Kate Simkovic,19,47,33,17,52.0,0,0,0.0,16,13,81.0,13,4,17,4,2,1,8,7800
Renee Mathews,21,95,97,37,38.0,8,1,13.0,24,20,83.0,26,19,45,6,5,8,16,7800
Katie Gallagher,20,146,156,62,40.0,0,0,0.0,39,22,56.0,74,53,127,23,7,9,53,7800
Melissa Marsh,6,10,12,4,33.0,3,0,0.0,4,2,50.0,5,0,5,5,1,2,5,7800
Elaine Nuttall,8,4,6,1,17.0,1,0,0.0,2,2,100.0,1,0,1,1,0,0,2,7817
Rachel Byrne,16,122,111,48,43.0,11,3,27.0,29,23,79.0,20,24,44,18,2,5,20,7817
Jade Hyett,20,112,122,39,32.0,60,18,30.0,23,16,70.0,49,13,62,68,1,21,55,7817
Fiona Mcgrath,18,76,73,26,36.0,4,0,0.0,30,24,80.0,39,21,60,8,3,3,24,7817
Kerry Claydon,6,0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0,4,0,0,1,7817
Desiree Glaubitz,21,213,194,76,39.0,73,25,34.0,43,36,84.0,59,25,84,74,2,21,58,7817
Tanya Robinson,19,81,63,26,41.0,17,6,35.0,26,23,88.0,21,10,31,19,2,7,26,7817
Suzy Batkovic,21,420,343,167,49.0,40,8,20.0,118,78,66.0,183,73,256,19,44,35,54,7817
NATALIE PORTER,16,209,228,78,34.0,88,22,25.0,41,31,76.0,82,31,113,50,12,23,64,7817
Nicky Turia,16,16,23,8,35.0,1,0,0.0,3,0,0.0,5,4,9,3,0,0,7,7817
Julia Duroux,21,33,37,8,22.0,2,0,0.0,21,17,81.0,19,10,29,7,0,4,21,7817
Kylie Galloway,21,240,206,86,42.0,64,19,30.0,54,49,91.0,58,38,96,39,8,13,54,7817
Simone Page,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7817
Lauren Oar,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7817
Hannah Murray,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7817
FIONA HARRIS,3,6,3,3,100.0,0,0,0.0,0,0,0.0,3,0,3,0,1,0,1,7817
