Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Chantella Perera,24,76,93,28,30.1,26,4,15.4,24,16,66.7,31,19,50,19,1,10,13,7812
Johannah Leedham,19,182,188,68,36.2,71,19,26.8,32,27,84.4,65,27,92,37,4,44,35,7812
Amelia Todhunter,11,28,34,9,26.0,9,2,22.0,12,8,67.0,13,5,18,6,0,7,12,7812
Elizabeth Cambage,24,506,336,202,60.1,9,3,33.3,137,99,72.3,173,83,256,26,63,15,55,7812
Alice Kunek,24,238,209,83,39.7,70,24,34.3,66,48,72.7,77,53,130,38,5,6,59,7812
Rachel Jarry,24,372,357,145,41.0,58,18,31.0,96,64,67.0,110,70,180,64,19,22,65,7812
Tayla Roberts,24,100,92,41,44.6,0,0,0.0,27,18,66.7,55,38,93,21,9,3,29,7812
Lauren Pearce,12,13,17,4,24.0,3,1,33.0,7,4,57.0,13,5,18,2,1,2,12,7812
Rachel Jarry,24,372,357,145,40.6,58,18,31.0,96,64,66.7,110,70,180,64,19,22,65,7812
Tegan Cunningham,24,223,205,96,46.8,4,0,0.0,43,31,72.1,74,48,122,25,4,14,34,7813
Samantha Woosnam,24,62,69,26,37.7,3,1,33.3,13,9,69.2,33,11,44,15,1,6,15,7813
Alison Downie,25,150,147,67,45.6,11,2,18.2,18,14,77.8,67,55,122,34,19,26,19,7813
Kathleen Macleod,25,418,336,158,47.0,78,23,29.5,98,79,80.6,74,25,99,186,3,25,74,7813
Louella Tomlinson,22,68,75,28,37.0,2,0,0.0,30,12,40.0,47,17,64,17,35,5,20,7813
Brittany Wilkins,16,51,45,21,46.7,0,0,0.0,11,9,81.8,15,13,28,5,7,3,11,7813
Hope Terdich,13,21,18,9,50.0,0,0,0.0,6,3,50.0,6,4,10,1,1,0,5,7813
Clare Papavs,20,39,37,14,37.8,5,0,0.0,18,11,61.1,10,12,22,6,1,6,8,7813
Krista Phillips,24,268,217,107,49.3,11,2,18.2,78,52,66.7,126,54,180,33,16,15,52,7813
Briahna Whatman,2,3,3,1,33.0,2,1,50.0,0,0,0.0,0,0,0,1,0,0,0,7813
Briahna Whatman,2,3,3,1,33.3,2,1,50.0,0,0,0.0,0,0,0,1,0,0,0,7813
Louella Tomlinson,22,68,75,28,37.3,2,0,0.0,30,12,40.0,47,17,64,17,35,5,20,7813
Aimie Clydesdale,6,4,9,2,22.2,3,0,0.0,0,0,0.0,1,0,1,6,0,4,4,7813
Hannah Kaser,1,2,1,1,100.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,7813
Jenna O&#039;Hea,24,391,321,136,42.4,90,32,35.6,103,87,84.5,102,30,132,108,12,33,72,7813
Alicia Froling,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7817
Jessica Foley,24,338,288,121,42.0,93,37,39.8,76,59,77.6,90,57,147,57,23,32,46,7817
Rachael McCully,24,185,191,74,38.7,44,14,31.8,34,23,67.6,75,17,92,97,4,17,62,7817
Rebecca Mercer,10,10,12,2,17.0,3,0,0.0,8,6,75.0,3,3,6,5,1,2,4,7817
Ellie Manou,22,84,84,36,42.9,1,0,0.0,17,12,70.6,81,38,119,9,5,3,33,7817
Mia Murray,20,159,150,61,40.7,40,13,32.5,34,24,70.6,34,28,62,34,13,19,27,7817
Kirby Dalgleish,7,1,2,0,0.0,0,0,0.0,4,1,25.0,3,3,6,2,0,0,2,7817
Nadeen Payne,24,186,161,77,47.8,15,4,26.7,37,28,75.7,59,19,78,17,5,10,46,7817
Nicole Romeo,24,118,96,36,37.5,59,21,35.6,31,25,80.6,18,3,21,28,1,14,23,7817
Vivian Frieson,11,65,68,26,38.2,1,0,0.0,15,13,86.7,22,17,39,15,7,8,16,7817
Shanavia Dowdell,24,381,320,169,52.8,2,0,0.0,51,43,84.3,162,60,222,33,16,18,62,7817
Micaela Cocks,24,250,235,95,40.4,56,19,33.9,48,41,85.4,35,12,47,52,0,9,44,7817
Casey Lockwood,12,33,32,14,43.8,0,0,0.0,5,5,100.0,6,9,15,1,0,1,9,7817
Alicia Poto,23,218,193,75,38.9,108,38,35.2,38,30,78.9,102,27,129,104,6,37,58,7811
Belinda Snell,23,434,367,148,40.3,162,59,36.4,93,79,84.9,117,26,143,98,24,39,72,7811
Natalie Stafford,13,61,76,21,27.6,17,8,47.1,14,11,78.6,11,13,24,11,1,8,10,7811
Lauren King,17,156,151,63,41.7,39,12,30.8,23,18,78.3,63,31,94,28,12,11,18,7811
Kristen Barnes,8,2,6,1,16.7,0,0,0.0,0,0,0.0,2,1,3,2,1,0,0,7811
Eva Afeaki,10,68,65,25,38.0,1,0,0.0,30,18,60.0,37,17,54,22,8,8,20,7811
Erin Todd,9,16,12,5,41.7,3,2,66.7,5,4,80.0,3,2,5,2,1,0,2,7811
Kristen Forbes,2,1,0,0,0.0,0,0,0.0,2,1,50.0,2,0,2,0,1,0,2,7811
Jaimee Kennedy,20,35,36,16,44.4,1,1,100.0,3,2,66.7,24,18,42,17,1,4,10,7811
Ellyce Ironmonger,23,113,112,50,44.6,0,0,0.0,24,13,54.2,47,40,87,10,5,3,23,7811
Amy Denson,23,395,364,175,48.1,4,0,0.0,54,45,83.3,121,68,189,44,7,18,63,7811
Gemma Curry,1,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7811
Abby Schrader,1,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,7811
Katie Ebzery,23,243,226,93,41.2,22,6,27.3,59,51,86.4,48,35,83,42,2,15,41,7811
KRISTI HARROWER,21,288,263,109,41.4,108,35,32.4,49,35,71.4,65,11,76,87,1,20,44,7824
Deanna Black,21,306,242,104,43.0,72,22,30.6,87,76,87.4,67,41,108,47,9,32,56,7824
Gabrielle Richards,22,269,232,105,45.3,4,0,0.0,79,59,74.7,101,69,170,18,8,11,36,7824
Jasmine Finnigan,20,39,55,16,29.1,18,2,11.1,7,5,71.4,26,17,43,12,2,6,11,7824
Lisa Wallbutton,22,49,66,20,30.3,6,1,16.7,11,8,72.7,40,17,57,5,5,5,10,7824
Jane Chalmers,17,24,21,7,33.3,9,3,33.3,10,7,70.0,9,3,12,5,1,0,8,7824
Andrea Wilson,5,2,1,0,0.0,0,0,0.0,2,2,100.0,1,4,5,0,0,0,0,7824
Tess Madgen,22,343,317,133,42.0,107,34,31.8,74,43,58.1,95,39,134,62,11,29,59,7824
Jaclyn Smith,4,0,5,0,0.0,2,0,0.0,0,0,0.0,2,0,2,0,0,0,0,7824
Rebecca Campigli,3,2,1,1,100.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,0,7824
Chelsea Aubry,22,148,114,54,47.4,36,14,38.9,30,26,86.7,49,39,88,19,4,6,32,7824
Heather OLIVER,18,54,53,21,39.6,28,8,28.6,4,4,100.0,11,10,21,12,1,8,6,7824
Ashleigh Stonehouse,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,1,7824
Kelly Wilson,22,123,124,44,35.5,65,25,38.5,13,10,76.9,46,22,68,58,2,17,20,7824
Kristen Veal,22,141,157,47,29.9,97,27,27.8,25,20,80.0,47,14,61,85,6,35,53,7825
Emma McDonald,17,73,73,30,41.1,16,5,31.3,11,8,72.7,29,13,42,12,5,4,17,7825
Renae Camino,22,326,297,124,41.8,69,24,34.8,88,54,61.4,44,30,74,52,13,19,34,7825
Emma Langford,21,113,131,49,37.4,12,4,33.3,21,11,52.4,35,28,63,25,1,14,23,7825
KATE McMeeken-Ruscoe,6,5,10,2,20.0,7,1,14.0,0,0,0.0,2,0,2,2,0,3,3,7825
Natalie Taylor,17,113,104,43,41.3,34,12,35.3,21,15,71.4,39,14,53,22,3,20,25,7825
Sarah Graham,22,243,205,92,44.9,97,40,41.2,25,19,76.0,42,17,59,44,0,12,47,7825
Holly Smith,17,56,37,22,59.5,0,0,0.0,20,12,60.0,18,11,29,3,2,0,10,7825
Cassie Smith,20,31,24,10,41.7,5,2,40.0,12,9,75.0,16,6,22,14,3,1,21,7825
Gretel Tippett,3,4,6,0,0.0,0,0,0.0,4,4,100.0,4,1,5,2,0,0,4,7825
Corinna Montgomery,22,158,131,70,53.4,8,3,37.5,21,15,71.4,47,29,76,14,5,6,22,7825
Cayla George,22,320,314,133,42.4,23,3,13.0,62,51,82.3,176,50,226,44,39,20,47,7825
NATALIE PORTER,10,68,79,26,32.9,11,0,0.0,25,16,64.0,35,17,52,15,7,6,13,7818
Jessica Bibby,22,262,258,91,35.3,101,34,33.7,58,46,79.3,18,25,43,26,1,12,30,7818
Carly Wilson,22,264,244,95,38.9,77,27,35.1,50,47,94.0,71,24,95,43,20,15,27,7818
Michelle Cosier,10,71,56,24,43.0,17,10,59.0,16,13,81.0,52,18,70,7,3,6,19,7818
Mikaela Dombkins,22,93,69,32,46.4,19,9,47.4,30,20,66.7,43,21,64,19,1,5,34,7818
Molly Rice,20,85,99,28,28.3,49,15,30.6,22,14,63.6,40,18,58,17,11,10,24,7818
Hannah Bowley,15,28,31,13,42.0,4,0,0.0,5,2,40.0,6,9,15,6,1,2,5,7818
Marianna Tolo,22,313,221,123,55.7,0,0,0.0,88,67,76.1,122,67,189,53,68,13,67,7818
Nicole Hunt,22,244,213,93,43.7,77,24,31.2,45,34,75.6,54,11,65,83,1,21,81,7818
Lauren Jansen,3,9,5,3,60.0,1,1,100.0,2,2,100.0,5,2,7,0,1,1,1,7818
Alice Coddington,9,16,17,6,35.0,6,3,50.0,1,1,100.0,5,3,8,6,2,2,9,7818
Brigitte Ardossi,22,189,159,73,45.9,0,0,0.0,50,43,86.0,86,57,143,16,5,22,46,7818
Rohanee Cox,22,360,291,126,43.3,82,32,39.0,101,76,75.2,128,52,180,45,18,45,85,7800
Melissa Marsh,22,236,291,94,32.3,100,24,24.0,35,24,68.6,51,12,63,59,7,25,47,7800
Kaye Tucker,7,18,18,9,50.0,1,0,0.0,0,0,0.0,12,2,14,1,1,1,10,7800
Melissa Smith,12,20,40,9,22.5,1,0,0.0,2,2,100.0,9,9,18,10,9,6,14,7800
Nikita-Lee Martin,22,149,150,56,37.3,43,16,37.2,25,21,84.0,26,15,41,13,7,5,27,7800
Michelle Joy,11,19,32,8,25.0,1,0,0.0,4,3,75.0,9,6,15,2,2,1,5,7800
Samantha Norwood,22,161,161,52,32.3,0,0,0.0,83,57,68.7,61,55,116,32,4,13,57,7800
Cortney Hargreaves,13,71,64,28,43.8,10,3,30.0,18,12,66.7,22,14,36,19,8,6,26,7800
Jasmine Hooper,14,114,97,43,44.3,20,7,35.0,26,21,80.8,27,19,46,18,2,5,35,7800
Zoe Harper,19,80,98,32,32.7,2,0,0.0,22,16,72.7,50,23,73,17,10,10,29,7800
Shani Amos,18,67,84,28,33.3,21,6,28.6,7,5,71.4,26,15,41,40,3,21,40,7800
Ebony Antonio,16,21,34,8,23.5,9,1,11.1,8,4,50.0,7,4,11,5,0,3,8,7800
Gabriella Clayton,6,10,16,4,25.0,3,0,0.0,2,2,100.0,5,2,7,7,1,2,11,7800
Jacinta Bourne,7,25,25,6,24.0,18,3,17.0,12,10,83.0,6,2,8,2,2,5,8,7800
Dymond Simon,1,11,13,4,31.0,3,0,0.0,3,3,100.0,0,2,2,0,0,3,3,7800
Nicole Jorre De St Jorre,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,7800
Kara Hargreaves,14,34,32,13,40.6,7,4,57.1,6,4,66.7,12,11,23,19,0,6,18,7800
Carley Ernst,18,163,182,73,40.1,25,8,32.0,22,9,40.9,71,23,94,19,7,6,37,7814
Sara Blicavs,21,258,255,109,42.7,10,3,30.0,61,37,60.7,70,42,112,35,3,37,73,7814
Darcee Garbin,20,76,96,34,35.4,1,0,0.0,19,8,42.1,23,18,41,9,4,7,23,7814
Madeleine Garrick,18,81,95,32,33.7,10,3,30.0,17,14,82.4,29,5,34,23,3,9,36,7814
Casey Samuels,21,168,150,59,39.3,57,17,29.8,50,33,66.0,48,14,62,18,7,6,74,7814
Rebecca Allen,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,7814
Alexandra Bunton,14,56,69,24,34.8,0,0,0.0,15,8,53.3,41,19,60,9,4,5,36,7814
Tessa Lavey,15,56,55,23,41.8,19,7,36.8,6,3,50.0,25,6,31,25,2,6,34,7814
Olivia Thompson,22,224,222,96,43.2,2,0,0.0,49,32,65.3,91,49,140,13,14,14,68,7814
Mikhaela Cann,18,78,93,31,33.3,33,6,18.2,12,10,83.3,42,10,52,30,3,7,48,7814
Rosie FADLJEVIC,22,61,93,28,30.1,3,0,0.0,11,5,45.5,35,21,56,17,7,8,42,7814
Stephanie Bairstow,10,10,13,5,38.5,0,0,0.0,0,0,0.0,2,5,7,0,1,0,5,7814
Rebecca Cole,2,19,15,8,53.0,1,0,0.0,5,3,60.0,4,2,6,12,1,4,9,7814
