Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Ashleigh Isenbarger,23,90,83,36,43.4,12,3,25.0,19,15,78.9,36,15,51,13,12,6,20,13823
Monique Conti,26,90,96,29,30.2,53,12,22.6,25,20,80.0,30,13,43,38,2,21,39,13823
Madeleine Garrick,24,241,275,92,33.5,136,41,30.1,20,16,80.0,63,11,74,35,0,25,34,13823
Louella Tomlinson,21,93,92,39,42.0,8,0,0.0,22,15,68.0,63,22,85,37,32,8,30,13823
Elizabeth Cambage,24,555,361,220,60.9,9,1,11.1,155,114,73.5,185,68,253,43,35,18,70,13823
Kasey Burton,5,0,2,0,0.0,0,0,0.0,0,0,0.0,5,4,9,1,0,0,1,13823
Chelsea D'Angelo,1,0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,13823
Rebecca Ott,11,19,23,7,30.4,12,3,25.0,4,2,50.0,6,5,11,8,0,0,7,13823
COURTNEY DUEVER,4,21,14,6,42.9,2,0,0.0,10,9,90.0,11,4,15,2,2,0,7,13823
Kalani Purcell,26,137,147,60,40.8,22,7,31.8,19,10,52.6,153,47,200,85,12,38,55,13823
Peri Kalka,3,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,13823
Louella Tomlinson,21,93,92,39,42.4,8,0,0.0,22,15,68.2,63,22,85,37,32,8,30,13823
Brittany Smart,25,230,212,89,42.0,102,31,30.4,27,21,77.8,49,35,84,64,3,24,39,13823
Rebecca Cole,24,203,198,76,38.4,45,11,24.4,47,40,85.1,57,15,72,78,6,29,48,13823
Jenna O&#039;Hea,21,237,200,88,44.0,77,20,26.0,46,41,89.1,101,16,117,97,10,34,55,13823
Lauren Nicholson,20,159,134,62,46.3,50,18,36.0,19,17,89.5,44,28,72,36,2,14,19,118758
Laura Hodges,2,13,10,6,60.0,0,0,0.0,2,1,50.0,4,2,6,1,0,1,0,118758
Abby Bishop,21,330,262,121,46.2,42,17,40.5,84,71,84.5,155,40,195,63,21,24,70,118758
Nicole Seekamp,21,277,244,105,43.0,77,22,28.6,55,45,81.8,63,25,88,107,4,50,74,118758
Jessica Good,10,10,8,3,37.5,4,1,25.0,4,3,75.0,6,3,9,3,4,4,2,118758
Natalie Novosel,16,183,163,65,39.9,42,12,28.6,56,41,73.2,49,11,60,76,6,40,43,118758
Sarah Elsworthy,12,16,13,7,53.8,3,1,33.3,1,1,100.0,1,0,1,5,0,4,6,118758
Colleen Planeta,21,211,208,90,43.3,49,16,32.7,19,15,78.9,85,19,104,24,23,18,23,118758
Chelsea Brook,11,19,18,9,50.0,0,0,0.0,2,1,50.0,5,3,8,4,0,2,1,118758
Ruth Hamblin,21,169,148,71,48.0,0,0,0.0,42,27,64.3,89,49,138,10,19,7,19,118758
Vanessa Panousis,21,66,71,23,32.4,45,14,31.1,8,6,75.0,12,5,17,17,1,3,18,118758
Aimie Clydesdale,17,168,150,68,45.3,65,24,36.9,17,8,47.1,37,8,45,64,7,18,37,118758
Abigail Wehrung,20,190,169,70,41.4,71,33,46.5,22,17,77.3,55,10,65,48,3,19,41,7846
Eziyoda Magbegor,20,132,102,53,52.0,1,0,0.0,41,26,63.4,49,26,75,7,23,15,16,7846
Keely Froling,21,117,90,39,43.3,30,12,40.0,40,27,67.5,43,18,61,25,5,6,21,7846
Natalie Hurst,19,183,177,73,41.2,69,25,36.2,16,12,75.0,61,16,77,129,3,16,35,7846
Kate Gaze,21,155,165,53,32.1,81,28,34.6,26,21,80.8,27,8,35,31,5,10,24,7846
Rachel Jarry,11,67,60,21,35.0,12,1,8.0,33,24,73.0,20,6,26,13,2,11,13,7846
Lauren Scherf,21,123,161,55,34.2,28,7,25.0,14,6,42.9,79,24,103,30,11,6,30,7846
Chevannah Paalvast,19,21,26,7,26.9,5,1,20.0,8,6,75.0,17,7,24,23,7,8,11,7846
Jordan Hooper,21,246,230,89,38.7,130,44,33.8,27,24,88.9,73,31,104,23,6,18,32,7846
Keely Froling,21,117,90,39,43.3,30,12,40.0,40,27,67.5,43,18,61,25,5,6,21,7846
Callie Bourne,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,7846
Maddison Rocci,21,82,73,26,35.6,13,2,15.4,35,28,80.0,19,6,25,37,1,14,27,7846
Mistie Bass,20,235,199,100,50.3,3,0,0.0,51,35,68.6,51,45,96,29,12,22,34,7846
Rachel Jarry,11,67,60,21,35.0,12,1,8.3,33,24,72.7,20,6,26,13,2,11,13,7846
Carley Ernst,21,266,282,108,38.3,117,35,29.9,27,15,55.6,103,30,133,24,25,17,34,13821
Sara Blicavs,9,129,133,53,39.8,22,7,31.8,18,16,88.9,40,21,61,26,0,14,25,13821
Rebecca Pizzey,6,0,4,0,0.0,0,0,0.0,2,0,0.0,5,0,5,0,0,0,1,13821
Amelia Todhunter,21,106,124,39,31.5,51,10,19.6,20,18,90.0,49,31,80,31,3,33,29,13821
Tayla Roberts,21,142,126,60,47.6,3,0,0.0,30,22,73.3,58,38,96,13,9,10,22,13821
Tessa Lavey,17,109,110,42,38.2,47,16,34.0,11,9,81.8,26,8,34,49,0,9,23,13821
Kayla Pedersen,21,233,206,99,48.1,2,0,0.0,61,35,57.4,113,63,176,52,5,28,46,13821
Rachel Antoniadou,6,0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,3,13821
Madeline Puli,1,2,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,0,0,1,0,13821
Kiera Rowe,14,27,33,11,33.3,9,1,11.1,6,4,66.7,12,6,18,5,2,3,11,13821
Taylah Giliam,3,2,2,1,50.0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,3,13821
Stephanie Blicavs,21,317,298,110,36.9,91,31,34.1,71,66,93.0,65,28,93,75,12,28,46,13821
Laia Palau,15,79,79,32,40.5,33,11,33.3,6,4,66.7,41,5,46,70,2,21,35,13821
Sam Richards,4,10,15,4,26.7,3,1,33.3,2,1,50.0,3,0,3,10,0,6,6,13821
Rachel Banham,21,265,242,99,40.9,136,46,33.8,24,21,87.5,58,6,64,51,2,25,40,13825
Gabrielle Richards,20,192,166,76,45.8,1,0,0.0,53,40,75.5,98,39,137,34,11,11,45,13825
Ashleigh KARAITIANA,21,119,131,38,29.0,51,14,27.5,40,29,72.5,37,7,44,34,8,23,45,13825
Nadeen Payne,21,256,212,87,41.0,69,28,40.6,73,54,74.0,62,21,83,43,4,16,53,13825
Heather OLIVER,17,70,91,29,31.9,13,0,0.0,15,12,80.0,38,28,66,23,3,13,13,13825
Kelsey Griffin,6,101,73,33,45.2,14,1,7.1,41,34,82.9,44,13,57,13,10,7,13,13825
Ebony Rolph,19,39,45,17,37.8,6,0,0.0,8,5,62.5,20,11,31,17,8,11,16,13825
ASHLEIGH SPENCER,21,62,71,27,38.0,11,3,27.3,7,5,71.4,23,11,34,8,2,5,16,13825
Betnijah Laney,19,279,238,112,47.1,26,9,34.6,65,46,70.8,63,34,97,73,3,29,62,13825
Kara Tessari,20,28,25,9,36.0,15,2,13.3,10,8,80.0,9,2,11,12,0,9,10,13825
Jessie Rennie,2,0,4,0,0.0,1,0,0.0,0,0,0.0,0,0,0,1,0,0,0,13825
Ahlise Hurst,9,27,20,10,50.0,6,2,33.3,8,5,62.5,3,1,4,1,0,4,8,13825
Maddison Wild,13,19,19,8,42.1,2,0,0.0,4,3,75.0,8,5,13,3,0,2,3,13825
