Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Erin Phillips,23,370,271,134,49.4,65,22,33.8,100,80,80.0,119,56,175,111,2,28,62,7810
Rebecca Duke,23,30,37,12,32.4,11,1,9.1,8,5,62.5,9,9,18,14,8,5,5,7810
Erin Todd,13,18,11,6,54.5,4,2,50.0,4,4,100.0,3,2,5,2,0,4,1,7810
Tami Willey,23,302,242,130,53.7,14,6,42.9,47,36,76.6,80,33,113,20,14,21,36,7810
Brigid Newley,18,15,15,5,33.3,5,3,60.0,4,2,50.0,2,3,5,2,0,1,1,7810
ALLISON TRANQUILLI,10,57,50,21,42.0,6,1,16.7,19,14,73.7,22,8,30,11,0,9,12,7812
KYLIE REID,22,64,72,22,30.6,30,10,33.3,14,10,71.4,12,14,26,14,2,8,18,7812
Jo Myers,17,5,9,2,22.2,7,1,14.3,0,0,0.0,5,1,6,4,0,4,4,7812
Desiree Glaubitz,21,238,168,81,48.2,48,18,37.5,67,58,86.6,37,21,58,47,5,13,38,7812
Katrina Hibbert,22,394,308,143,46.4,94,35,37.2,86,73,84.9,106,27,133,79,8,33,51,7812
Deanne Butler,12,36,30,13,43.3,12,6,50.0,11,4,36.4,16,5,21,12,1,4,18,7812
Hollie Florance,22,302,317,122,38.5,21,6,28.6,73,52,71.2,136,64,200,34,15,13,35,7812
Sharin Milner,22,195,171,73,42.7,53,19,35.8,50,30,60.0,49,16,65,75,1,24,35,7812
Katie Davis,21,126,114,51,44.7,27,12,44.4,16,12,75.0,32,14,46,28,13,16,16,7812
Zoe Carr,20,49,48,19,39.6,6,2,33.3,10,9,90.0,21,9,30,19,6,3,10,7812
Caitlin Cunningham,5,7,4,2,50.0,0,0,0.0,5,3,60.0,2,2,4,0,0,0,0,7812
Cara Angel,10,0,5,0,0.0,1,0,0.0,0,0,0.0,2,0,2,3,0,1,2,7812
Larissa Anderson,22,223,215,88,40.9,57,15,26.3,35,32,91.4,88,31,119,32,22,33,37,7812
Trish Fallon,21,300,247,112,45.3,41,19,46.3,73,57,78.1,72,30,102,47,12,26,38,7811
Gemma Sutherland,16,10,22,4,18.2,1,0,0.0,4,2,50.0,19,14,33,14,1,3,7,7811
Kristen Veal,5,37,34,13,38.2,19,3,15.8,10,8,80.0,18,3,21,15,1,4,6,7811
Narelle Lindsay,17,123,112,39,34.8,60,23,38.3,32,22,68.8,46,15,61,25,2,18,25,7811
NATALIE PORTER,21,270,264,99,37.5,65,16,24.6,77,56,72.7,70,48,118,43,5,19,44,7811
Belinda Snell,21,338,272,109,40.1,144,57,39.6,76,63,82.9,106,42,148,82,12,23,46,7811
Briana Maimone,11,67,50,27,54.0,14,7,50.0,7,6,85.7,18,15,33,14,1,5,14,7811
Michelle Cosier,10,100,85,33,38.8,31,11,35.5,29,23,79.3,38,18,56,24,3,6,22,7811
Georgia Woodyard,21,85,69,31,44.9,2,0,0.0,38,23,60.5,38,21,59,7,1,10,22,7811
Eva Afeaki,21,157,146,60,41.1,16,3,18.8,42,34,81.0,82,30,112,30,11,19,50,7811
Jamie-Lee Samuels,15,16,20,5,25.0,1,0,0.0,12,6,50.0,13,8,21,2,6,0,5,7811
Vicki Brick,20,67,63,27,42.9,7,3,42.9,16,10,62.5,18,16,34,26,0,7,22,7811
Jenna Bilton,10,4,6,2,33.3,0,0,0.0,0,0,0.0,0,1,1,0,0,1,3,7811
Charmian Mellars,11,28,21,10,47.6,8,4,50.0,8,4,50.0,17,6,23,3,1,3,13,7811
Jessica Mansell,6,5,2,2,100.0,0,0,0.0,1,1,100.0,1,0,1,0,0,0,0,7811
Tania Baxter,21,168,149,53,35.6,86,30,34.9,41,32,78.0,30,3,33,30,3,5,40,7817
Rohanee Cox,21,337,278,128,46.0,50,16,32.0,90,65,72.2,121,67,188,47,25,45,65,7817
Aneka Davis,20,64,69,22,31.9,4,1,25.0,26,19,73.1,35,17,52,6,3,9,21,7817
Andrea Walsh,21,83,90,27,30.0,35,10,28.6,28,19,67.9,20,20,40,11,1,4,12,7817
Claudia Brassard,21,203,193,74,38.3,13,2,15.4,94,53,56.4,76,47,123,29,3,16,47,7817
Rachael McCully,21,128,119,44,37.0,14,3,21.4,45,37,82.2,50,16,66,62,1,30,51,7817
Lauren King,21,182,162,65,40.1,81,34,42.0,20,18,90.0,45,19,64,30,16,12,27,7817
Melissa Hill,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7817
Jennifer Crouse,21,231,164,86,52.4,2,0,0.0,78,59,75.6,125,64,189,15,50,16,28,7817
Celeste Heilbronn,17,30,26,7,26.9,4,1,25.0,18,15,83.3,12,7,19,11,0,5,12,7817
Naomi Pedro,13,17,14,5,35.7,1,0,0.0,9,7,77.8,6,3,9,6,0,4,6,7817
Kelly Wilson,21,223,206,85,41.3,59,19,32.2,36,34,94.4,34,19,53,53,1,26,51,7817
Megan Thompson,21,87,124,33,26.6,45,8,17.8,21,13,61.9,59,16,75,72,7,17,81,7800
Melissa McClure,21,100,110,26,23.6,45,10,22.2,45,38,84.4,88,21,109,47,14,14,54,7800
Deanna Black,21,456,380,173,45.5,96,41,42.7,83,69,83.1,71,49,120,64,9,28,71,7800
Kelli Hayward,19,81,110,26,23.6,35,8,22.9,34,21,61.8,33,8,41,22,3,14,41,7800
Natalie Love,7,25,32,11,34.4,0,0,0.0,4,3,75.0,11,7,18,5,2,3,7,7800
Casey Milhovilovich,19,57,80,20,25.0,17,4,23.5,19,13,68.4,14,19,33,19,4,13,14,7800
Kaye Tucker,16,93,108,39,36.1,22,7,31.8,12,8,66.7,32,11,43,13,3,4,19,7800
Melinda Andriejunas,20,28,47,13,27.7,7,1,14.3,2,1,50.0,14,14,28,7,0,2,13,7800
Emily Fielding,15,11,10,2,20.0,5,1,20.0,8,6,75.0,5,0,5,2,0,1,14,7800
Ainsleigh Sanders,1,2,3,1,33.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,2,7800
Samantha Duff,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7800
Jasmine Finnigan,21,126,145,53,36.6,11,1,9.1,31,19,61.3,73,40,113,30,9,18,41,7800
Katharine Hanks,21,313,286,122,42.7,19,5,26.3,90,64,71.1,105,64,169,19,19,10,44,7800
Hannah Bowley,11,72,64,33,51.6,12,5,41.7,3,1,33.3,15,12,27,5,5,5,15,7800
Mikaela Dombkins,21,206,229,77,33.6,98,28,28.6,28,24,85.7,94,21,115,46,3,17,96,7814
Christina Fox,9,64,81,24,29.6,39,12,30.8,6,4,66.7,18,4,22,11,0,3,39,7814
Melissa Smith,19,122,130,51,39.2,15,6,40.0,31,14,45.2,67,22,89,27,17,10,72,7814
Rachel Herrick,21,50,50,18,36.0,8,2,25.0,23,12,52.2,33,5,38,3,3,2,16,7814
LISA SCAGLIA,2,8,7,3,43.0,4,1,25.0,2,1,50.0,2,0,2,2,0,0,3,7814
Louella Tomlinson,19,72,81,25,31.0,20,5,25.0,30,17,57.0,77,9,86,25,51,6,52,7814
Rebecca Schatz,21,127,123,51,41.5,8,5,62.5,27,20,74.1,38,20,58,33,6,8,52,7814
Abby Bishop,12,119,103,53,51.5,4,0,0.0,25,13,52.0,44,14,58,17,9,14,36,7814
Molly Rice,20,69,97,24,24.7,54,10,18.5,15,11,73.3,32,9,41,17,3,4,31,7814
HAYLEY MUNRO,10,27,28,10,35.7,8,2,25.0,7,5,71.4,11,7,18,5,0,2,12,7814
Alyce Shearing,15,42,58,19,32.8,5,0,0.0,7,4,57.1,18,13,31,7,4,3,19,7814
Mia Murray,2,17,11,6,55.0,4,1,25.0,4,4,100.0,3,1,4,1,2,0,3,7814
Emma Langford,2,16,13,6,46.0,2,0,0.0,6,4,67.0,7,2,9,2,1,0,1,7814
Cayla George,11,92,107,36,33.6,17,4,23.5,25,16,64.0,31,19,50,10,10,8,20,7814
Louella Tomlinson,19,72,81,25,30.9,20,5,25.0,30,17,56.7,77,9,86,25,51,6,52,7814
Katie Ebzery,21,133,163,52,31.9,13,1,7.7,38,28,73.7,47,30,77,55,13,25,103,7814
