Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Hollie Florance,15,61,64,22,34.0,3,1,33.0,20,16,80.0,40,20,60,11,7,3,10,7814
Kate Cohen,21,145,181,47,26.0,80,17,21.3,56,34,60.7,48,22,70,105,3,14,85,7812
KYLIE REID,21,83,78,28,35.9,31,12,38.7,20,15,75.0,15,16,31,10,0,3,21,7812
Lesley Grieger,13,12,15,4,26.7,5,2,40.0,2,2,100.0,3,0,3,2,1,1,3,7812
Natasha O'Brien,20,259,271,101,37.3,68,21,30.9,54,36,66.7,65,56,121,39,3,36,47,7812
Gina Stevens,20,284,252,90,35.7,64,22,34.4,88,82,93.2,64,25,89,15,7,13,47,7812
NATALIE PORTER,21,289,337,109,32.3,72,18,25.0,73,53,72.6,131,47,178,35,10,27,55,7812
Monica Bello,15,70,50,24,48.0,26,10,38.5,22,12,54.5,20,10,30,15,1,7,27,7812
Michelle Couling,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7812
Kirstie Dench,21,109,144,48,33.3,20,1,5.0,21,12,57.1,54,40,94,26,2,10,17,7812
Ebony Coudgo,3,7,5,3,60.0,2,0,0.0,2,1,50.0,6,0,6,0,1,0,5,7812
Jazmine Borella,8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7812
Kirsty Suffield,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,7812
Claudia Brassard,16,119,102,41,40.2,2,0,0.0,46,37,80.4,49,37,86,20,7,5,27,7812
Candice Rogers,3,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,7812
Larissa Anderson,17,91,80,36,45.0,23,11,47.8,8,8,100.0,28,20,48,9,9,7,16,7812
Narelle Fletcher,20,243,235,80,34.0,136,46,33.8,56,37,66.1,62,14,76,77,7,32,72,7800
Maryanne Briggs,4,41,49,19,38.8,1,0,0.0,7,3,42.9,30,10,40,3,8,3,8,7800
Christine Boyd,20,199,175,82,46.9,0,0,0.0,51,35,68.6,86,48,134,12,31,11,38,7800
Stacey Cikarela,13,4,7,1,14.0,0,0,0.0,8,2,25.0,3,5,8,3,0,2,2,7800
Jenny Bedford,20,135,134,53,39.6,21,4,19.0,40,25,62.5,37,14,51,40,3,26,56,7800
Melissa McClure,20,171,193,68,35.2,37,7,18.9,44,28,63.6,79,33,112,26,15,31,43,7800
Rohanee Cox,1,15,12,6,50.0,1,1,100.0,5,2,40.0,6,1,7,0,0,4,4,7800
Tegan Walker,8,10,16,4,25.0,4,2,50.0,0,0,0.0,2,0,2,3,0,1,3,7800
Martine Pearman,16,9,5,2,40.0,0,0,0.0,6,5,83.0,1,1,2,2,0,1,6,7800
Lara Dinkins,20,297,258,114,44.2,89,29,32.6,53,40,75.5,48,21,69,39,4,32,76,7800
Tania Brunton,20,198,206,71,34.5,45,15,33.3,52,41,78.8,55,30,85,25,2,7,45,7800
Kate Simkovic,20,115,112,47,42.0,1,0,0.0,28,21,75.0,41,30,71,7,8,4,35,7800
Katie Reed,9,7,6,2,33.3,4,1,25.0,6,2,33.3,2,1,3,6,0,0,6,7800
Melissa Marsh,1,0,6,0,0.0,3,0,0.0,0,0,0.0,1,1,2,3,0,0,0,7800
Nikita-Lee Martin,1,0,5,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,7800
Samantha Norwood,1,18,15,7,46.7,0,0,0.0,7,4,57.1,7,3,10,0,1,0,2,7800
Cortney Hargreaves,1,2,4,1,25.0,1,0,0.0,0,0,0.0,1,0,1,0,0,0,6,7800
Jasmine Hooper,1,9,6,3,50.0,2,1,50.0,2,2,100.0,2,0,2,1,0,0,1,7800
Zoe Harper,1,6,8,2,25.0,0,0,0.0,2,2,100.0,1,0,1,0,0,1,1,7800
Shani Amos,1,6,5,2,40.0,2,1,50.0,1,1,100.0,0,0,0,4,0,1,2,7800
Ebony Antonio,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,7800
Kara Hargreaves,1,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,1,0,7800
Carla Mathison,6,19,27,8,29.6,17,3,17.6,2,0,0.0,5,2,7,7,0,1,5,7801
Michelle Brogan,8,129,108,49,45.0,21,5,24.0,39,26,67.0,47,15,62,28,6,16,19,7801
Kerryn Henderson,21,216,221,88,39.8,46,16,34.8,32,24,75.0,40,24,64,31,2,10,28,7801
Jodie Hough,9,9,12,4,33.3,5,1,20.0,0,0,0.0,2,0,2,0,0,0,4,7801
Clarissa Tomlinson,8,37,46,16,34.8,11,3,27.3,6,2,33.3,10,5,15,10,4,2,14,7801
Rebecca Brincat,21,164,147,64,43.5,21,5,23.8,51,31,60.8,48,19,67,56,11,17,50,7801
Anthea Tona,19,148,149,53,35.6,88,29,33.0,18,13,72.2,26,6,32,23,5,11,32,7801
Aneka Davis,20,119,135,51,37.8,0,0,0.0,35,17,48.6,48,36,84,15,18,9,29,7801
Tegan Fowler,21,56,58,24,41.4,5,0,0.0,12,8,66.7,23,10,33,6,4,3,7,7801
Andrea Walsh,20,133,127,51,40.2,23,5,21.7,46,26,56.5,48,22,70,24,1,12,29,7801
Sharin Milner,19,210,187,78,41.7,40,14,35.0,62,40,64.5,31,16,47,84,1,18,53,7801
Julie-Anne Stringer,21,162,164,67,40.9,35,10,28.6,24,18,75.0,77,31,108,15,3,9,40,7801
Chelsea Kereama,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7801
Rebecca Mercer,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,7801
Ellie Manou,1,6,5,3,60.0,0,0,0.0,0,0,0.0,6,3,9,0,0,0,1,7801
Mia Murray,1,4,4,1,25.0,0,0,0.0,2,2,100.0,0,0,0,1,0,0,2,7801
Cristy Parker,8,2,6,1,16.7,3,0,0.0,0,0,0.0,3,0,3,1,0,1,3,7801
Nadeen Payne,1,5,6,2,33.0,1,1,100.0,0,0,0.0,2,1,3,1,0,2,2,7801
Nicole Romeo,1,2,4,1,25.0,2,0,0.0,0,0,0.0,0,0,0,1,0,0,2,7801
Shanavia Dowdell,1,17,13,7,54.0,0,0,0.0,3,3,100.0,9,3,12,1,1,1,4,7801
Micaela Cocks,1,9,9,4,44.0,2,1,50.0,0,0,0.0,2,2,4,1,0,0,2,7801
