Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Carleigh Evans,18,36,37,11,29.7,9,2,22.2,17,12,70.6,10,12,22,4,0,5,10,7813
REBECCA MACKINNON,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7813
Julie Nankervis,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7813
Jessica Bibby,17,76,58,25,43.1,27,9,33.3,23,17,73.9,9,12,21,13,0,8,16,7813
Allie Douglas,18,55,46,20,43.5,0,0,0.0,26,15,57.7,39,22,61,3,3,7,16,7813
Michelle Couling,10,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,7813
Nicole Guy-Rees,18,60,70,25,35.7,0,0,0.0,14,10,71.4,42,36,78,10,22,9,19,7801
Narelle Fletcher,18,215,165,70,42.4,106,38,35.8,47,37,78.7,40,16,56,20,1,24,41,7801
Karen Smiggs Stanford-Smith,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,7801
Nicky Simpson,18,64,81,23,28.4,18,4,22.2,20,14,70.0,9,24,33,9,2,8,18,7801
KRISTI HARROWER,18,239,213,84,39.4,92,24,26.1,63,47,74.6,53,32,85,70,5,40,48,7801
Kelly Lemezs,18,121,92,43,46.7,1,1,100.0,44,34,77.3,32,34,66,13,1,6,34,7801
Natasha O'Brien,18,203,205,82,40.0,41,13,31.7,44,26,59.1,71,42,113,25,13,25,44,7801
Emma Wilson,18,55,49,19,38.8,19,7,36.8,16,10,62.5,9,10,19,8,0,8,17,7801
Heather Burge,13,74,97,28,28.9,1,0,0.0,33,18,54.5,22,38,60,9,12,10,30,7801
Cheryl chambers,18,173,173,69,39.9,79,26,32.9,14,9,64.3,40,13,53,11,4,25,22,7801
Terasa Cremer,17,36,31,14,45.2,0,0,0.0,8,8,100.0,14,8,22,2,5,5,6,7818
Kate Paterson,18,85,85,32,37.6,28,7,25.0,26,14,53.8,26,14,40,18,1,12,31,7818
Fiona Robinson,17,302,243,106,43.6,32,11,34.4,118,79,66.9,81,46,127,28,13,15,67,7818
Kerryn Owens,18,142,132,46,34.8,44,12,27.3,56,38,67.9,43,8,51,49,4,38,51,7818
Kim Wielens,18,125,110,49,44.5,32,8,25.0,23,19,82.6,53,15,68,30,7,23,44,7818
Peta Jaunutis,18,200,165,88,53.3,10,2,20.0,30,22,73.3,62,28,90,27,4,23,47,7818
Joulia Goureeva,15,141,121,53,43.8,0,0,0.0,43,35,81.4,28,26,54,17,17,12,33,7818
Dimity Ross,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7818
Denise Shawyer,7,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,7818
Christie Sutherland,5,2,5,1,20.0,0,0,0.0,0,0,0.0,3,1,4,0,0,1,4,7818
Nicole MacDonald,18,22,31,9,29.0,11,1,9.1,4,3,75.0,5,3,8,4,0,2,8,7818
Bev Obringer,16,233,196,90,45.9,2,0,0.0,73,53,72.6,101,38,139,14,15,22,41,7818
Debbie Black,17,230,229,84,36.7,68,22,32.4,54,40,74.1,58,41,99,83,0,87,64,7802
Andree Greenwood,18,185,197,73,37.1,0,0,0.0,63,39,61.9,68,49,117,19,11,25,45,7802
Mandy Bonney,3,21,27,9,33.3,11,3,27.3,0,0,0.0,3,7,10,5,0,3,7,7802
Tracey Duggan,16,45,72,20,27.8,11,3,27.3,10,2,20.0,16,18,34,13,3,14,30,7802
Fiona Mcgrath,18,109,118,43,36.4,23,7,30.4,35,16,45.7,46,27,73,5,3,14,47,7802
Alison Fish,15,67,69,21,30.4,31,9,29.0,23,16,69.6,14,5,19,17,0,4,26,7802
Melissa-Sue Allen,10,100,93,32,34.4,35,11,31.4,32,25,78.1,21,8,29,15,0,13,21,7802
Julie De Groot,12,14,18,4,22.2,5,1,20.0,5,5,100.0,5,4,9,3,0,2,13,7802
Emma Walsh,7,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,2,1,4,7802
Kim Upton,9,2,2,1,50.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,3,7802
Lucy Crombie,15,25,44,10,22.7,4,0,0.0,9,5,55.6,5,5,10,4,0,2,14,7802
Natalie Ayres,11,77,72,31,43.1,11,3,27.3,15,12,80.0,19,17,36,10,2,5,23,7802
Denise McMullen,8,9,17,4,24.0,4,1,25.0,0,0,0.0,4,3,7,3,0,4,4,7802
Catherine Lahanas,18,253,239,113,47.3,4,0,0.0,44,27,61.4,59,53,112,10,2,36,46,7802
Kellie Abrams,13,79,93,30,32.3,41,7,17.1,17,12,70.6,26,9,35,17,1,13,30,7814
Christine Boyd,9,24,18,8,44.4,0,0,0.0,11,8,72.7,6,10,16,1,0,0,7,7814
Eleanor Sharp,17,93,116,39,33.6,31,3,9.7,20,12,60.0,42,11,53,26,1,16,47,7814
Chika Emeagi,18,224,180,96,53.3,0,0,0.0,54,32,59.3,63,36,99,14,3,10,42,7814
Narelle Lindsay,18,115,132,36,27.3,47,15,31.9,44,28,63.6,18,15,33,22,1,25,55,7814
Alicia Poto,16,145,147,55,37.4,56,15,26.8,23,20,87.0,47,22,69,31,0,34,47,7814
Kate Hogan,18,56,66,21,31.8,17,3,17.6,24,11,45.8,40,5,45,25,0,11,54,7814
Samantha Woosnam,18,111,102,34,33.3,2,1,50.0,65,42,64.6,45,33,78,20,4,12,40,7814
Suzy Batkovic,18,46,48,20,41.7,0,0,0.0,10,6,60.0,17,9,26,2,7,3,9,7814
Rohanee Cox,14,53,50,23,46.0,0,0,0.0,16,7,43.8,27,21,48,9,2,6,18,7814
Tracey Peacock,16,113,85,48,56.5,0,0,0.0,30,17,56.7,50,26,76,4,19,2,43,7814
