Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Jessica Good,3,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,7810
Azania Stewart,24,96,95,36,37.9,0,0,0.0,36,24,66.7,55,28,83,27,19,7,35,7810
Chloe Dalton,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7831
Alicia Poto,24,261,222,94,42.3,130,58,44.6,19,15,78.9,63,13,76,78,3,34,27,7831
Rohanee Cox,23,315,244,115,47.1,41,13,31.7,92,72,78.3,89,57,146,55,15,31,51,7831
Lauren King,24,196,185,75,40.5,63,21,33.3,30,25,83.3,71,26,97,40,13,15,27,7831
Casey Samuels,24,154,143,52,36.4,65,24,36.9,32,26,81.3,30,11,41,20,6,13,42,7831
Renae Camino,13,66,71,25,35.2,29,8,27.6,11,8,72.7,7,4,11,5,4,3,3,7831
Jaimee Kennedy,24,24,36,10,27.8,0,0,0.0,8,4,50.0,35,24,59,25,1,6,14,7831
Kathleen Scheer,24,208,162,76,46.9,63,24,38.1,38,32,84.2,44,40,84,17,15,5,27,7831
Kathryn Rendell,5,7,9,2,22.0,0,0,0.0,4,3,75.0,0,2,2,0,1,0,1,7831
Darneka Rowe,4,1,4,0,0.0,0,0,0.0,2,1,50.0,1,0,1,0,0,0,0,7831
Ashley Gayle,10,26,30,8,26.7,0,0,0.0,15,10,66.7,25,10,35,5,9,2,9,7831
LaSondra Barrett,12,95,102,31,30.4,10,1,10.0,37,32,86.5,45,22,67,16,3,11,14,7831
Tahlia Tupaea,22,29,37,9,24.3,11,1,9.1,12,10,83.3,22,7,29,24,1,10,11,7831
Katie Ebzery,24,382,307,130,42.3,53,20,37.7,113,102,90.3,50,33,83,74,3,24,49,7831
Carley Ernst,24,226,189,91,48.1,41,17,41.5,40,27,67.5,75,21,96,16,29,10,35,7818
Jessica Bibby,24,358,289,116,40.1,128,43,33.6,97,83,85.6,18,8,26,30,2,17,50,7818
Carly Wilson,23,109,116,42,36.2,63,21,33.3,5,4,80.0,44,16,60,31,26,10,20,7818
Natalie Hurst,22,305,248,101,40.7,77,35,45.5,77,68,88.3,80,9,89,124,1,22,56,7818
Abby Bishop,24,444,342,145,42.4,52,19,36.5,159,135,84.9,169,79,248,57,11,25,59,7818
Nicole Hunt,22,94,92,31,33.7,62,25,40.3,8,7,87.5,17,8,25,39,0,7,38,7818
Sarah McAppion,18,12,14,5,35.7,2,0,0.0,2,2,100.0,4,6,10,2,1,2,8,7818
Alexandra Bunton,21,182,144,74,51.4,1,1,100.0,58,33,56.9,129,45,174,20,19,7,46,7818
Alice Coddington,17,16,18,7,38.9,7,2,28.6,0,0,0.0,9,8,17,3,1,4,8,7818
Ellie Junod,5,2,4,1,25.0,0,0,0.0,0,0,0.0,3,1,4,2,0,0,1,7818
Tara Hurst,6,2,2,1,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,7818
Isabelle Strunc,19,79,51,26,51.0,25,12,48.0,17,15,88.2,13,9,22,13,1,3,17,7818
Emily McCann,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7825
Tegan Cunningham,24,280,261,125,47.9,5,1,20.0,44,29,65.9,119,42,161,39,6,23,45,7825
Kristen Veal,24,184,162,58,35.8,93,30,32.3,47,38,80.9,92,17,109,106,8,28,66,7825
Hanna Zavecz,17,173,155,63,40.6,15,4,26.7,60,43,71.7,66,35,101,37,14,21,33,7825
Emma Langford,24,306,281,117,41.6,5,2,40.0,91,70,76.9,54,44,98,35,12,25,62,7825
Natalie Taylor,9,67,54,24,44.4,28,13,46.4,8,6,75.0,14,5,19,4,1,5,7,7825
Sarah Graham,24,302,287,106,36.9,164,55,33.5,50,35,70.0,38,6,44,41,2,12,37,7825
Holly Smith,23,95,77,43,55.8,0,0,0.0,11,9,81.8,38,16,54,10,2,1,23,7825
Mikhaela Cann,22,61,63,25,39.7,5,1,20.0,13,10,76.9,18,11,29,23,3,6,34,7825
Hayley Moffatt,24,68,100,32,32.0,7,0,0.0,6,4,66.7,30,28,58,16,6,15,16,7825
Laurie Koehn,15,161,143,56,39.2,95,36,37.9,15,13,86.7,21,8,29,19,0,5,21,7825
Alice Honnery,10,2,3,1,33.3,0,0,0.0,2,0,0.0,3,1,4,2,2,0,2,7825
Sarah Davis,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7825
Darcee Garbin,24,158,157,64,40.8,29,8,27.6,29,22,75.9,54,22,76,20,7,9,63,7800
Deanna Black,3,42,30,15,50.0,5,0,0.0,14,12,86.0,14,10,24,6,1,5,8,7800
Melissa Marsh,24,219,245,85,34.7,79,23,29.1,31,26,83.9,66,14,80,56,10,19,46,7800
Nikita-Lee Martin,4,2,3,0,0.0,1,0,0.0,2,2,100.0,3,1,4,1,0,0,3,7800
Lisa Wallbutton,24,135,157,52,33.1,20,2,10.0,32,29,90.6,97,22,119,25,13,14,49,7800
Natalie Burton,16,115,113,47,41.6,1,0,0.0,36,21,58.3,40,35,75,19,8,7,32,7800
Brittany Morgan,2,0,3,0,0.0,2,0,0.0,0,0,0.0,2,0,2,1,0,0,1,7800
Adrienne Jones,8,15,21,6,29.0,12,1,8.0,2,2,100.0,5,1,6,5,0,6,9,7800
Kate Fielding,13,63,65,21,32.3,31,10,32.3,16,11,68.8,13,5,18,17,3,3,29,7800
Zoe Harper,24,98,87,36,41.4,4,0,0.0,40,26,65.0,59,22,81,20,10,14,56,7800
Shani Amos,17,65,76,26,34.2,35,8,22.9,7,5,71.4,30,11,41,51,3,12,48,7800
Gabriella Clayton,23,104,117,38,32.5,34,9,26.5,28,19,67.9,19,11,30,9,0,8,44,7800
Jessie Edwards,17,10,10,4,40.0,1,0,0.0,4,2,50.0,7,5,12,4,3,2,6,7800
Sarah Donovan,6,2,5,1,20.0,1,0,0.0,0,0,0.0,0,2,2,1,0,1,1,7800
Mikayla Pirini,15,5,17,1,5.9,7,1,14.3,6,2,33.3,7,1,8,11,0,0,14,7800
Antonia Farnworth,22,290,271,115,42.4,59,19,32.2,51,41,80.4,72,19,91,52,11,19,61,7800
