Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Briahna Whatman,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,13821
Kiera Rowe,21,44,55,17,30.9,29,5,17.2,8,5,62.5,16,12,28,15,1,3,8,13821
Taylah Giliam,4,3,4,1,25.0,1,1,100.0,0,0,0.0,3,0,3,0,0,0,0,13821
Rachel Jarry,19,137,134,48,35.8,29,8,27.6,40,33,82.5,61,26,87,20,6,17,34,13821
Rebecca Cole,21,408,308,157,51.0,69,26,37.7,79,68,86.1,65,10,75,75,2,45,53,13821
Darcee Garbin,21,209,174,82,47.1,45,12,26.7,38,33,86.8,62,47,109,20,10,9,31,13818
Suzy Batkovic,12,218,206,89,43.2,13,5,38.5,48,35,72.9,103,21,124,27,15,8,37,13818
Casey Samuels,20,117,125,38,30.4,90,27,30.0,19,14,73.7,42,11,53,20,4,6,33,13818
Tess Madgen,21,171,163,64,39.3,63,17,27.0,30,26,86.7,75,13,88,83,4,19,41,13818
Mikhaela Cann,21,70,80,25,31.3,14,3,21.4,26,17,65.4,42,10,52,56,2,18,47,13818
Micaela Cocks,21,196,181,70,38.7,90,33,36.7,26,23,88.5,42,23,65,36,2,13,36,13818
Ally Malott,21,183,146,64,43.8,67,28,41.8,36,27,75.0,52,25,77,30,11,12,14,13818
Zitina Aokuso,21,200,153,71,46.4,1,0,0.0,94,58,61.7,87,31,118,24,10,14,48,13818
Laurin Mincy,21,194,138,62,44.9,75,34,45.3,43,36,83.7,30,16,46,38,3,13,26,13818
Alexandra Fowler,6,8,10,3,30.0,0,0,0.0,3,2,66.7,2,5,7,0,1,2,2,13818
Stella Beck,15,53,41,21,51.2,8,2,25.0,10,9,90.0,18,13,31,24,4,16,7,13818
Madelyn Willey,3,3,4,1,25.0,2,1,50.0,0,0,0.0,2,0,2,2,0,2,0,13818
Abigail Wehrung,21,217,216,74,34.3,87,25,28.7,55,44,80.0,44,10,54,50,5,8,55,13825
Natalie Hurst,21,237,211,86,40.8,109,42,38.5,28,23,82.1,68,15,83,66,0,22,35,13825
Nadeen Payne,19,267,214,92,43.0,72,28,38.9,61,55,90.2,72,21,93,30,4,14,32,13825
Courtenay Wragg,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,13825
Cassidy McLean,21,64,82,23,28.0,39,8,20.5,17,10,58.8,30,8,38,18,3,10,12,13825
Kara Tessari,20,46,36,12,33.3,19,7,36.8,18,15,83.3,6,6,12,9,0,4,14,13825
Marena Whittle,21,152,151,54,35.8,43,15,34.9,40,29,72.5,53,31,84,38,4,15,34,13825
Maddison Wild,15,32,33,11,33.3,2,0,0.0,14,10,71.4,18,9,27,4,0,1,7,13825
Louella Tomlinson,19,149,141,60,42.6,15,4,26.7,38,25,65.8,64,28,92,37,32,8,29,13825
Caitlin McLachlan,4,2,7,1,14.3,2,0,0.0,2,0,0.0,5,3,8,1,1,1,0,13825
Rebecca Tobin,20,227,170,86,50.6,3,1,33.3,70,54,77.1,121,60,181,56,29,30,34,13825
Bianca Dufelmeier,4,4,10,2,20.0,4,0,0.0,0,0,0.0,4,0,4,2,1,3,4,13825
Barbara Turner,12,74,90,25,27.8,67,20,29.9,9,4,44.4,30,8,38,30,3,6,27,13825
Alex Wilson,10,126,114,43,37.7,65,22,33.8,25,18,72.0,29,4,33,39,3,16,31,13822
Kimberley Hodge,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,13822
Belinda Snell,18,214,209,74,35.4,116,38,32.8,29,28,96.6,81,16,97,96,9,20,69,13822
Sarah Graham,19,144,139,49,35.3,97,34,35.1,15,12,80.0,31,8,39,19,2,11,17,13822
Alexandra Bunton,7,113,88,41,46.6,3,1,33.3,41,30,73.2,45,22,67,9,5,4,15,13822
Shanae Greaves,21,120,129,51,39.5,1,0,0.0,32,18,56.3,35,37,72,22,3,11,28,13822
Lara McSpadden,21,98,77,38,49.4,4,1,25.0,24,21,87.5,54,25,79,4,18,5,26,13822
Susannah Walmsley,8,1,1,0,0.0,0,0,0.0,2,1,50.0,2,2,4,0,0,2,4,13822
Madeleine O&#039;Hehir,19,31,30,11,36.7,6,2,33.3,10,7,70.0,14,7,21,4,2,4,12,13822
Vanessa Panousis,21,105,120,37,30.8,63,22,34.9,10,9,90.0,28,8,36,35,0,11,33,13822
Tahlia Tupaea,15,206,165,62,37.6,46,9,19.6,85,73,85.9,41,16,57,45,11,17,31,13822
Amanda Johnson,21,77,96,31,32.3,35,7,20.0,16,8,50.0,60,26,86,13,3,7,24,13822
Brittany Smart,18,233,206,84,40.8,91,32,35.2,43,33,76.7,56,42,98,45,4,16,29,13822
Madeleine Norris,12,9,23,4,17.4,8,1,12.5,0,0,0.0,5,4,9,2,2,1,4,13822
Alex Delaney,5,13,12,5,41.7,7,3,42.9,0,0,0.0,3,1,4,1,0,1,1,13822
