Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Kimberley Hodge,7,2,3,1,33.3,1,0,0.0,0,0,0.0,3,1,4,1,0,0,3,13822
Sarah Graham,20,81,60,28,46.7,45,20,44.4,5,5,100.0,12,4,16,14,3,6,7,13822
Alice Kunek,17,322,249,107,43.0,86,30,34.9,95,78,82.1,66,17,83,51,5,11,44,13822
Lauren Scherf,21,175,189,73,38.6,35,10,28.6,26,19,73.1,126,42,168,50,22,14,72,13822
Shanae Greaves,16,42,45,18,40.0,0,0,0.0,12,6,50.0,23,13,36,5,3,3,19,13822
Lara McSpadden,16,26,32,11,34.4,5,1,20.0,3,3,100.0,8,8,16,6,6,3,13,13822
Colleen Planeta,14,220,202,100,49.5,20,5,25.0,19,15,78.9,73,22,95,15,17,2,23,13822
Madeleine O&#039;Hehir,15,26,32,12,37.5,8,2,25.0,1,0,0.0,9,8,17,9,3,4,12,13822
Tahlia Tupaea,13,114,76,37,48.7,23,10,43.5,34,30,88.2,35,7,42,26,4,12,12,13822
Brittany Smart,7,67,55,25,45.5,35,11,31.4,8,6,75.0,6,8,14,7,4,10,5,13822
Jessica Kuster,21,272,196,104,53.1,59,24,40.7,45,40,88.9,108,31,139,40,22,30,43,13822
Kitty Henderson,4,0,5,0,0.0,2,0,0.0,0,0,0.0,2,3,5,1,0,0,1,13822
Carley Ernst,21,252,234,94,40.2,107,38,35.5,35,26,74.3,110,30,140,44,10,13,31,13825
Abigail Wehrung,17,186,151,62,41.1,74,33,44.6,39,29,74.4,38,11,49,26,4,4,24,13825
Gabrielle Richards,17,132,108,54,50.0,2,2,100.0,29,22,75.9,49,26,75,11,2,8,26,13825
Tessa Lavey,21,216,212,84,39.6,73,28,38.4,24,20,83.3,54,17,71,85,3,20,43,13825
Kasey Burton,9,8,5,3,60.0,2,1,50.0,4,1,25.0,9,1,10,1,1,2,6,13825
Kara Tessari,15,17,20,6,30.0,11,3,27.3,4,2,50.0,2,3,5,6,1,1,8,13825
Kelly Wilson,19,160,153,60,39.2,31,9,29.0,40,31,77.5,58,20,78,111,2,25,65,13825
Rebecca Tobin,7,58,63,25,39.7,0,0,0.0,10,8,80.0,45,25,70,14,8,10,13,13825
Shyla Heal,21,254,203,89,43.8,82,31,37.8,53,45,84.9,62,25,87,33,0,22,40,13825
Demi Skinner,20,181,163,69,42.3,63,25,39.7,24,18,75.0,47,23,70,9,3,3,13,13825
Marte Grays,17,107,101,42,41.6,27,6,22.2,23,17,73.9,48,20,68,14,4,11,24,13825
Isabella Stratford,6,4,4,1,25.0,1,0,0.0,4,2,50.0,2,1,3,1,0,0,4,13825
Teige Morrell,8,14,23,6,26.1,0,0,0.0,3,2,66.7,11,11,22,1,1,0,4,13825
Darcee Garbin,21,302,265,119,44.9,75,24,32.0,46,40,87.0,83,50,133,36,12,24,48,13818
Abby Bishop,14,222,201,80,39.8,66,25,37.9,49,37,75.5,76,31,107,46,4,29,37,13818
Kate Gaze,21,57,78,19,24.4,43,12,27.9,13,7,53.8,28,6,34,26,2,10,13,13818
Tess Madgen,21,253,238,94,39.5,88,30,34.1,45,35,77.8,89,26,115,76,3,17,48,13818
Micaela Cocks,20,146,128,52,40.6,61,22,36.1,26,20,76.9,23,17,40,46,0,10,29,13818
Hannah Young,14,24,27,8,29.6,12,3,25.0,8,5,62.5,16,9,25,4,0,2,10,13818
Bridget Carleton,20,231,181,77,42.5,98,45,45.9,41,32,78.0,95,32,127,37,9,23,19,13818
Julie Vanloo,21,173,183,59,32.2,120,39,32.5,22,16,72.7,37,9,46,93,0,17,53,13818
Jasmin Howe,4,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,13818
Christina Boag,20,81,63,32,50.8,8,2,25.0,17,15,88.2,48,18,66,11,5,8,20,13818
Alison Ebzery,18,26,15,9,60.0,6,4,66.7,6,4,66.7,14,6,20,11,2,4,12,13818
Aliza Fabbro,6,0,3,0,0.0,2,0,0.0,2,0,0.0,0,0,0,0,0,0,0,13818
