Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Tanya Smith,24,124,121,48,40.0,0,0,0.0,48,28,58.0,60,59,119,11,13,8,33,7817
Samantha Woosnam,22,150,128,60,47.0,49,16,33.0,18,14,78.0,54,14,68,34,1,11,28,7810
Monique Bowley,20,39,40,13,33.0,20,6,30.0,15,7,47.0,17,8,25,8,1,4,7,7810
Marita Payne,17,63,65,27,42.0,2,0,0.0,9,9,100.0,41,16,57,12,25,2,8,7810
Jessica Foley,24,381,370,140,38.0,114,37,32.0,86,64,74.0,83,33,116,61,3,33,62,7810
Rebecca Duke,24,216,196,82,42.0,57,18,32.0,49,34,69.0,68,58,126,88,31,35,49,7810
Amanda Williams,14,13,16,4,25.0,13,4,31.0,2,1,50.0,7,3,10,5,0,1,7,7810
Kerrin Truslove,5,12,8,4,50.0,0,0,0.0,4,4,100.0,2,0,2,0,1,0,3,7810
Angela Marino,24,312,255,84,33.0,134,42,31.0,123,102,83.0,49,12,61,67,0,24,46,7810
Mia Murray,24,129,103,45,44.0,35,15,43.0,39,24,62.0,39,14,53,32,18,16,29,7810
Tracy Gahan,24,264,181,92,51.0,51,24,47.0,79,56,71.0,143,85,228,69,11,24,61,7810
Emily Fryters,2,1,2,0,0.0,0,0,0.0,2,1,50.0,0,3,3,0,0,0,0,7810
Trudy Holland,2,2,2,0,0.0,0,0,0.0,2,2,100.0,1,0,1,2,0,2,0,7810
Cayla George,24,371,342,145,42.0,83,28,34.0,63,53,84.0,144,69,213,37,26,28,53,7810
KRISTI HARROWER,20,388,285,139,49.0,101,42,42.0,85,68,80.0,86,25,111,119,4,29,67,7824
Deanne Butler,23,183,175,67,38.0,78,20,26.0,45,29,64.0,43,12,55,35,2,10,27,7824
Eleanor Haring,13,165,148,70,47.0,0,0,0.0,43,25,58.0,23,17,40,19,4,12,18,7824
Lauren King,23,259,237,102,43.0,119,40,34.0,20,15,75.0,81,30,111,26,26,13,25,7824
Hanna Zavecz,17,112,106,41,39.0,32,10,31.0,30,20,67.0,59,21,80,14,6,18,24,7824
Gabrielle Richards,23,292,247,108,44.0,31,6,19.0,92,70,76.0,109,60,169,26,16,8,33,7824
Jasmine Finnigan,23,94,96,35,36.0,27,6,22.0,30,18,60.0,54,22,76,22,6,18,26,7824
Sarah Strange,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,7824
Jane Chalmers,14,15,16,5,31.0,7,3,43.0,4,2,50.0,4,4,8,6,1,7,4,7824
Andrea Wilson,7,9,4,1,25.0,0,0,0.0,8,7,88.0,7,2,9,0,0,1,5,7824
Louise Brown,7,25,25,10,40.0,14,4,29.0,2,1,50.0,9,6,15,7,1,1,7,7824
Anna Teague,7,2,6,0,0.0,1,0,0.0,2,2,100.0,1,0,1,1,0,0,2,7824
Jaclyn Smith,6,0,5,0,0.0,2,0,0.0,0,0,0.0,3,3,6,1,0,2,3,7824
Kelly Wilson,23,218,176,75,43.0,57,21,37.0,58,47,81.0,66,28,94,53,3,23,42,7824
Alicia Poto,21,374,314,133,42.0,120,43,36.0,81,65,80.0,66,9,75,92,3,53,60,7811
Rhonda Price,21,199,171,91,53.0,7,0,0.0,20,17,85.0,71,38,109,18,13,6,21,7811
Lindsey Pluimer,22,288,276,101,37.0,63,21,33.0,80,65,81.0,84,42,126,32,17,6,48,7811
Kristen Barnes,1,2,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,0,0,0,0,7811
Eva Afeaki,22,344,268,124,46.0,25,6,24.0,128,90,70.0,86,54,140,84,14,23,66,7811
Adrianne Gilbert,11,7,19,2,11.0,3,0,0.0,6,3,50.0,13,5,18,19,0,2,11,7811
Rachel Herrick,16,20,20,7,35.0,0,0,0.0,8,6,75.0,11,6,17,2,0,0,7,7811
Erin Todd,18,17,19,2,11.0,8,2,25.0,16,11,69.0,13,4,17,5,0,9,12,7811
Molly Rice,21,55,81,21,26.0,46,10,22.0,5,3,60.0,28,10,38,28,6,12,20,7811
Kiera Shiels,7,21,15,8,53.0,0,0,0.0,7,5,71.0,6,3,9,2,2,2,0,7811
Jaimee Kennedy,18,8,20,3,15.0,5,0,0.0,5,2,40.0,30,11,41,13,0,6,19,7811
Nikita-Lee Martin,14,13,19,5,26.0,5,1,20.0,5,2,40.0,1,4,5,3,1,0,5,7811
Sally Potocki,22,242,166,81,49.0,11,3,27.0,96,77,80.0,82,64,146,24,3,14,48,7811
Rachel Lisch,5,10,15,5,33.0,7,0,0.0,0,0,0.0,4,1,5,5,0,0,6,7811
Emily McInerny,22,70,87,28,32.0,11,0,0.0,18,14,78.0,130,40,170,73,18,48,59,7813
Caitlin Ryan,22,252,218,81,37.0,120,44,37.0,58,46,79.0,48,14,62,32,6,17,53,7813
Alison Downie,22,170,171,65,38.0,55,22,40.0,29,18,62.0,55,38,93,20,5,9,20,7813
Faith Probst,22,107,91,38,42.0,8,2,25.0,35,29,83.0,31,22,53,16,18,13,31,7813
Caitlin Cunningham,22,119,116,49,42.0,1,0,0.0,28,21,75.0,28,23,51,9,13,6,19,7813
Nicole Hunt,20,149,161,55,34.0,85,26,31.0,23,13,57.0,37,16,53,56,3,17,55,7813
Catherine Guest,1,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,1,7813
Hope Terdich,4,4,5,1,20.0,0,0,0.0,2,2,100.0,1,1,2,0,1,1,2,7813
Jennifer Benningfield,20,326,300,132,44.0,4,2,50.0,81,60,74.0,107,43,150,37,26,15,28,7813
Amelia Todhunter,22,63,77,21,27.0,33,8,24.0,23,13,57.0,24,12,36,18,2,14,24,7813
Clare Papavs,18,57,41,15,37.0,12,3,25.0,29,24,83.0,16,9,25,4,5,3,7,7813
Cassie Dover,2,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,7813
Katie Ebzery,21,149,167,57,34.0,38,9,24.0,31,26,84.0,25,22,47,39,2,10,35,7813
Rebecca Haynes,15,42,54,17,31.0,24,4,17.0,8,4,50.0,13,7,20,3,4,7,2,7825
Kristen Veal,22,219,222,74,33.0,115,36,31.0,48,35,73.0,115,30,145,98,7,53,67,7825
Kate Willey,19,59,59,21,36.0,18,6,33.0,14,11,79.0,16,9,25,12,1,6,21,7825
Biancia Abbott,22,191,175,70,40.0,0,0,0.0,60,51,85.0,74,29,103,26,7,9,49,7825
Brittany Davis,22,182,154,74,48.0,0,0,0.0,55,34,62.0,78,60,138,30,9,11,47,7825
Natalie Taylor,22,230,215,80,37.0,123,43,35.0,41,27,66.0,69,31,100,26,5,22,44,7825
Sarah Graham,22,283,255,106,42.0,108,41,38.0,48,30,63.0,49,23,72,48,1,19,53,7825
Holly Smith,22,201,146,81,55.0,0,0,0.0,54,39,72.0,49,22,71,19,5,1,31,7825
Megan Michael,22,56,86,17,20.0,11,2,18.0,43,20,47.0,29,22,51,53,9,11,48,7825
Cassie Smith,4,3,3,1,33.0,2,0,0.0,2,1,50.0,4,3,7,0,1,1,4,7825
Odette Isaac,14,20,32,8,25.0,17,3,18.0,2,1,50.0,9,4,13,10,0,6,10,7825
Melissa Moyle,19,76,76,29,38.0,23,6,26.0,17,12,71.0,34,8,42,12,7,9,20,7800
Deanna Black,17,354,250,119,48.0,70,29,41.0,97,87,90.0,58,50,108,78,7,27,93,7800
Melissa Marsh,20,247,248,93,38.0,85,27,32.0,47,34,72.0,73,10,83,86,3,21,61,7800
Carli Boyanich,10,61,62,21,34.0,7,2,29.0,27,17,63.0,37,14,51,8,9,6,14,7800
Kaye Tucker,20,133,163,56,34.0,21,8,38.0,18,13,72.0,61,27,88,41,9,20,38,7800
Rebecca Mercer,22,225,209,81,39.0,86,29,34.0,44,34,77.0,15,14,29,32,2,11,48,7800
CHELSEA BOYANICH,13,16,22,6,27.0,1,0,0.0,7,4,57.0,5,6,11,3,3,3,7,7800
Tanya Kelly,7,43,36,18,50.0,9,4,44.0,4,3,75.0,13,4,17,11,0,3,11,7800
EMMA LOBB,10,7,11,2,18.0,0,0,0.0,4,3,75.0,6,3,9,2,1,5,9,7800
Meghan D'Arcy,4,8,2,1,50.0,2,1,50.0,8,5,63.0,0,2,2,0,0,0,4,7800
Dannielle Devenny,7,14,8,5,63.0,6,3,50.0,2,1,50.0,5,1,6,1,2,3,4,7800
Emma Pass,18,36,55,16,29.0,9,2,22.0,4,2,50.0,27,22,49,9,3,2,19,7800
Brittany Morgan,11,8,15,4,27.0,3,0,0.0,0,0,0.0,10,2,12,4,1,4,7,7800
Kate Malpass,22,173,166,66,40.0,54,21,39.0,27,20,74.0,34,17,51,50,1,24,68,7800
Joneatta Brown,13,79,75,31,41.0,0,0,0.0,25,17,68.0,43,34,77,3,9,5,26,7800
Samantha Norwood,2,8,12,3,25.0,2,0,0.0,4,2,50.0,3,3,6,1,1,1,6,7800
Ashley Gilmore,12,79,81,33,41.0,0,0,0.0,18,13,72.0,37,28,65,14,5,12,19,7800
Kate Gaze,20,117,128,42,33.0,72,25,35.0,11,8,73.0,22,10,32,32,2,3,48,7814
Caitlin Rowe,13,81,99,34,34.0,2,0,0.0,16,13,81.0,19,5,24,4,6,2,27,7814
Kerryn Harrington,21,77,80,22,28.0,43,13,30.0,27,20,74.0,30,10,40,26,1,7,50,7814
Elizabeth Cambage,16,234,139,87,63.0,4,2,50.0,107,58,54.0,77,34,111,3,25,10,35,7814
Alice Kunek,12,66,52,21,40.0,17,7,41.0,26,17,65.0,14,11,25,8,0,5,19,7814
Michelle Joy,13,49,55,18,33.0,10,4,40.0,14,9,64.0,15,12,27,6,2,2,16,7814
Bree Farley,16,60,61,24,39.0,18,7,39.0,12,5,42.0,20,10,30,17,4,11,23,7814
Kelsey Ireland,22,83,107,32,30.0,43,13,30.0,15,6,40.0,37,18,55,39,2,13,60,7814
Rachel Jarry,20,221,182,83,46.0,17,3,18.0,87,52,60.0,77,33,110,21,5,14,51,7814
Tess Madgen,19,129,115,46,40.0,23,9,39.0,43,28,65.0,69,17,86,31,4,18,57,7814
Rosie Moult,21,57,90,20,22.0,51,10,20.0,12,7,58.0,52,18,70,27,5,20,30,7814
kate oliver,9,28,25,12,48.0,0,0,0.0,8,4,50.0,12,5,17,0,4,1,5,7814
Rachel Jarry,20,221,182,83,46.0,17,3,18.0,87,52,60.0,77,33,110,21,5,14,51,7814
