Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Monique Bowley,17,57,63,21,33.3,28,8,28.6,12,7,58.3,27,10,37,8,2,4,20,7810
Jennifer Screen,20,153,151,57,37.7,37,11,29.7,38,28,73.7,62,28,90,58,3,10,40,7810
Laura Hodges,23,321,298,137,46.0,17,4,23.5,89,43,48.3,68,62,130,39,16,12,54,7810
Rachael McCully,23,50,47,13,27.7,8,1,12.5,30,23,76.7,34,11,45,30,2,13,27,7810
Cherie Gallagher,22,43,44,18,40.9,1,1,100.0,8,6,75.0,24,11,35,23,3,14,9,7810
Jenah Piwanski,21,20,29,7,24.1,7,0,0.0,8,6,75.0,5,7,12,12,1,2,17,7810
Erin Phillips,23,139,123,55,44.7,17,5,29.4,34,24,70.6,65,18,83,28,4,15,33,7810
Siobhan O'Brien,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7810
Amanda Williams,2,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7810
Tracey Peacock,23,87,86,40,46.5,0,0,0.0,26,7,26.9,57,19,76,11,21,2,38,7810
Lucille Bailie,22,206,220,82,37.3,9,1,11.1,64,41,64.1,99,41,140,16,6,12,27,7818
Kate Cohen,22,71,89,21,23.6,41,7,17.1,28,22,78.6,21,13,34,45,2,4,27,7818
Kellie Abrams,22,152,186,60,32.3,56,13,23.2,41,19,46.3,55,17,72,70,10,25,65,7818
Jo Hill,20,204,177,69,39.0,14,5,35.7,76,61,80.3,55,41,96,37,3,31,45,7818
Karen Smiggs Stanford-Smith,4,4,3,1,33.0,0,0,0.0,2,2,100.0,6,1,7,1,2,1,0,7818
Lauren Jackson,15,421,312,158,50.6,37,13,35.1,117,92,78.6,138,64,202,19,35,26,20,7818
Kristen Veal,21,251,251,91,36.3,133,42,31.6,41,27,65.9,93,35,128,79,9,25,64,7818
Sarah Berry,21,91,110,36,32.7,35,9,25.7,19,10,52.6,33,29,62,22,1,8,40,7818
NERRIDA COOPER,2,2,2,1,50.0,0,0,0.0,0,0,0.0,4,1,5,0,0,0,0,7818
Zoe Carr,22,73,57,28,49.1,0,0,0.0,25,17,68.0,51,42,93,17,6,7,19,7818
Katie Rose,16,18,14,6,42.9,6,3,50.0,6,3,50.0,4,2,6,6,0,2,6,7818
Kylie Gwyther,11,2,3,1,33.3,0,0,0.0,0,0,0.0,2,2,4,0,0,0,1,7818
Tania Baxter,21,177,168,61,36.3,75,23,30.7,42,32,76.2,39,15,54,38,7,14,45,7817
Carla Boyd,3,19,24,8,33.3,3,1,33.3,6,2,33.3,15,9,24,6,1,8,12,7817
Jodie Datson,21,294,250,103,41.2,71,25,35.2,80,63,78.8,126,25,151,74,8,39,62,7817
Gina Stevens,21,310,279,100,35.8,106,31,29.2,94,79,84.0,82,35,117,21,8,42,51,7817
NATALIE PORTER,21,279,285,93,32.6,92,25,27.2,88,68,77.3,93,52,145,72,15,30,59,7817
Aneka Davis,21,106,86,33,38.4,1,0,0.0,59,40,67.8,36,36,72,7,13,10,21,7817
Claudia Brassard,20,188,178,68,38.2,7,2,28.6,68,50,73.5,87,58,145,26,10,18,37,7817
Lauren King,11,41,33,15,45.5,13,7,53.8,8,4,50.0,19,7,26,10,6,7,7,7817
Georgia Woodyard,21,47,50,20,40.0,3,0,0.0,12,7,58.3,26,16,42,12,3,7,15,7817
Julia Duroux,21,38,43,12,27.9,13,2,15.4,18,12,66.7,13,12,25,5,1,3,13,7817
Simone Page,16,5,9,1,11.1,7,1,14.3,2,2,100.0,3,2,5,4,0,0,2,7817
Lauren Oar,10,0,2,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,3,7817
Celeste Heilbronn,10,2,1,1,100.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,3,7817
KYLIE REID,21,116,103,40,38.8,12,3,25.0,41,33,80.5,17,20,37,18,5,8,29,7812
Desiree Glaubitz,21,113,98,40,40.8,32,13,40.6,24,20,83.3,31,17,48,34,5,14,23,7812
Katrina Hibbert,21,322,264,124,47.0,96,39,40.6,44,35,79.5,101,30,131,62,10,43,47,7812
Deanna Black,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7812
Deanne Butler,19,194,190,68,35.8,81,27,33.3,44,31,70.5,52,16,68,53,2,24,50,7812
JULIE OFSOSKI,12,16,13,5,38.5,0,0,0.0,7,6,85.7,6,9,15,1,2,3,7,7812
Hollie Florance,21,282,292,115,39.4,9,3,33.3,76,49,64.5,109,47,156,28,12,14,40,7812
Andrea Walsh,9,17,17,5,29.4,5,0,0.0,11,7,63.6,5,2,7,3,0,6,5,7812
Sharin Milner,21,124,113,41,36.3,20,7,35.0,43,35,81.4,39,13,52,68,4,22,34,7812
Katie Davis,21,95,100,39,39.0,21,3,14.3,17,14,82.4,40,23,63,36,10,12,32,7812
Erica McMenamin,14,1,1,0,0.0,1,0,0.0,8,1,12.5,1,2,3,1,0,1,1,7812
Tarryn Thornton,3,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7812
Elaine Osenaris,7,0,3,0,0.0,2,0,0.0,0,0,0.0,1,0,1,1,0,0,0,7812
Larissa Anderson,20,228,205,90,43.9,49,18,36.7,36,30,83.3,69,30,99,38,19,36,43,7812
Hanna Zavecz,17,155,161,59,36.6,37,6,16.2,49,31,63.3,38,23,61,25,20,31,47,7814
Eva Afeaki,21,241,251,88,35.1,66,18,27.3,71,47,66.2,112,26,138,42,15,26,72,7814
Erin Seward,6,35,43,12,27.9,12,5,41.7,8,6,75.0,15,8,23,8,0,3,16,7814
Gabrielle Richards,21,284,258,120,46.5,10,4,40.0,55,40,72.7,132,47,179,27,23,12,61,7814
Kathleen Macleod,16,125,117,41,35.0,55,15,27.3,39,28,71.8,41,15,56,47,3,12,43,7814
Kate Gurney,21,18,23,7,30.4,0,0,0.0,10,4,40.0,9,9,18,4,3,3,10,7814
Emma Pawlowski,11,24,19,8,42.1,8,3,37.5,12,5,41.7,6,1,7,5,0,1,12,7814
Rebecca Duke,21,80,84,29,34.5,35,14,40.0,15,8,53.3,40,10,50,32,13,13,46,7814
Rebecca Vanderjagt,19,16,18,5,27.8,1,0,0.0,8,6,75.0,10,5,15,2,2,1,10,7814
Mikaela Dombkins,2,10,12,5,41.7,3,0,0.0,1,0,0.0,4,1,5,1,0,1,2,7814
Caitlin Cunningham,9,81,68,31,45.6,3,0,0.0,25,19,76.0,26,18,44,8,4,3,17,7814
Rachel Warren,16,81,64,35,54.7,0,0,0.0,11,11,100.0,38,12,50,5,5,1,18,7814
Christina Fox,4,26,27,10,37.0,10,4,40.0,3,2,66.7,7,7,14,3,0,1,10,7814
Jenna O&#039;Hea,19,131,106,44,41.5,30,7,23.3,55,36,65.5,67,13,80,49,6,15,58,7814
Danielle Ramsay,12,16,33,7,21.0,1,0,0.0,4,2,50.0,17,5,22,4,9,3,21,7800
Tully Bevilaqua,3,17,21,5,23.8,7,1,14.3,7,6,85.7,9,1,10,15,2,8,15,7800
NARELLE HENRY,7,29,35,11,31.0,23,7,30.0,2,0,0.0,5,2,7,12,2,3,15,7800
Megan Thompson,17,32,34,12,35.3,5,1,20.0,11,7,63.6,20,4,24,16,1,11,24,7800
Melissa McClure,10,72,91,27,29.7,12,2,16.7,18,16,88.9,43,17,60,31,9,12,37,7800
Suzanne Williams,15,76,87,32,36.8,45,10,22.2,4,2,50.0,26,10,36,22,2,8,37,7800
Tegan Walker,21,116,146,44,30.1,41,11,26.8,22,17,77.3,22,24,46,28,5,14,58,7800
Renee Mathews,21,102,133,46,34.6,4,2,50.0,14,8,57.1,62,24,86,14,6,24,43,7800
Melissa Marsh,21,144,161,53,32.9,56,20,35.7,22,18,81.8,43,14,57,28,1,13,54,7800
Kelli Hayward,7,3,8,1,12.5,6,1,16.7,0,0,0.0,2,0,2,2,0,4,7,7800
Natalie Love,18,139,155,58,37.4,0,0,0.0,32,23,71.9,78,53,131,16,17,13,37,7800
Casey Milhovilovich,20,54,71,24,33.8,5,0,0.0,12,6,50.0,17,21,38,12,5,11,23,7800
Carli Boyanich,17,60,72,28,38.9,0,0,0.0,8,4,50.0,26,16,42,3,16,11,22,7800
Allison Ramirez,2,0,4,0,0.0,3,0,0.0,0,0,0.0,1,0,1,1,1,1,1,7800
Tonya Matthews,7,16,27,8,29.6,1,0,0.0,0,0,0.0,7,5,12,0,1,0,4,7800
Samantha O'Neill,2,6,3,2,67.0,2,1,50.0,1,1,100.0,0,0,0,0,0,1,2,7800
Kerie Hughes,21,217,232,72,31.0,120,32,26.7,52,41,78.8,46,9,55,48,1,24,108,7800
Rebecca Mercer,1,2,2,1,50.0,1,0,0.0,0,0,0.0,1,0,1,0,1,0,0,7800
