Player,G,PTS,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,DEF,OFF,REB,AST,BLK,STL,TO,TeamID
Kelly Bowen,17,43,49,18,37.0,5,1,20.0,8,6,75.0,29,15,44,12,6,6,6,7801
Shanae Greaves,21,60,67,26,39.0,2,0,0.0,20,8,40.0,21,28,49,8,2,2,20,7801
Jessica May,3,1,4,0,0.0,3,0,0.0,2,1,50.0,1,0,1,0,0,1,1,7801
Rebecca Cole,21,249,214,89,42.0,33,12,36.0,69,59,86.0,54,19,73,59,4,17,49,7801
Abigail Wehrung,20,57,62,19,30.6,22,6,27.3,14,13,92.9,18,8,26,17,1,3,25,7846
Lauren Jackson,6,80,76,29,38.2,24,8,33.3,19,14,73.7,37,10,47,9,7,4,6,7846
Kristen Veal,19,136,104,45,43.3,70,27,38.6,27,19,70.4,63,4,67,57,10,19,45,7846
Jessica Bibby,21,148,155,45,29.0,77,27,35.1,34,31,91.2,10,6,16,15,0,11,14,7846
Carly Wilson,22,152,136,58,42.6,59,28,47.5,8,8,100.0,34,24,58,35,10,12,22,7846
Michelle Cosier,14,35,42,14,33.3,21,6,28.6,3,1,33.3,14,11,25,6,0,2,15,7846
Hanna Zavecz,13,53,59,15,25.4,5,1,20.0,32,22,68.8,32,15,47,17,4,4,15,7846
Abby Bishop,22,506,390,182,46.7,73,26,35.6,146,116,79.5,168,66,234,62,13,28,64,7846
Sarah McAppion,5,7,6,3,50.0,1,0,0.0,2,1,50.0,6,0,6,2,0,0,4,7846
Samantha Norwood,21,49,48,13,27.1,0,0,0.0,33,23,69.7,47,26,73,17,4,6,23,7846
Alice Coddington,22,77,66,31,47.0,13,5,38.5,16,10,62.5,15,11,26,23,2,3,26,7846
Stephanie Talbot,22,293,256,115,44.9,44,14,31.8,63,49,77.8,106,63,169,71,9,19,69,7846
Ellie Junod,4,11,9,4,44.4,0,0,0.0,4,3,75.0,5,2,7,0,0,2,3,7846
Tara Hurst,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,7846
Carley Ernst,22,152,155,61,39.0,58,21,36.0,10,9,90.0,68,10,78,20,12,11,35,7810
Jennifer Screen,10,73,69,25,36.0,34,14,41.0,11,9,82.0,52,17,69,37,1,5,28,7810
Jessica Foley,22,180,204,63,31.0,77,21,27.0,41,33,80.0,65,27,92,62,7,28,46,7810
Laura Hodges,21,347,262,147,56.0,13,4,31.0,78,49,63.0,76,45,121,27,6,12,39,7810
Angela Marino,22,196,208,56,27.0,100,21,21.0,89,63,71.0,46,6,52,76,1,10,54,7810
Emma Langford,21,108,103,43,42.0,3,0,0.0,33,22,67.0,33,25,58,20,4,6,23,7810
Kerryn Harrington,21,78,98,25,26.0,55,8,15.0,28,20,71.0,34,5,39,33,2,12,34,7810
Kathleen Scheer,22,88,86,36,42.0,29,8,28.0,13,8,62.0,58,23,81,15,16,4,25,7810
Amy Lewis,11,41,58,17,29.0,15,4,27.0,5,3,60.0,10,8,18,16,0,4,8,7810
Alexandra Bunton,18,134,93,54,58.0,5,2,40.0,40,24,60.0,61,36,97,10,8,0,26,7810
Jessica Good,8,0,3,0,0.0,3,0,0.0,0,0,0.0,4,0,4,0,0,0,1,7810
Kelly Faris,13,50,57,19,33.0,18,5,28.0,10,7,70.0,32,13,45,15,7,8,19,7810
Hannah Richards,5,5,7,2,29.0,1,1,100.0,0,0,0.0,1,2,3,0,1,0,0,7810
Darcee Garbin,22,190,159,66,42.0,30,6,20.0,71,52,73.0,49,29,78,27,10,12,39,7800
Deanna Black,20,235,163,81,50.0,58,24,41.0,53,49,92.0,38,25,63,32,4,11,47,7800
Louella Tomlinson,12,149,135,62,46.0,7,2,29.0,39,23,59.0,62,10,72,14,31,13,32,7800
Sarah Graham,22,236,235,85,36.0,122,41,34.0,31,25,81.0,41,14,55,35,1,10,42,7800
Kate Fielding,20,21,37,8,22.0,10,0,0.0,6,5,83.0,7,6,13,11,2,4,12,7800
Zoe Harper,20,54,63,20,32.0,0,0,0.0,29,14,48.0,40,16,56,16,7,9,21,7800
Shani Amos,22,55,59,21,36.0,32,8,25.0,8,5,63.0,36,19,55,30,2,6,24,7800
Ebony Antonio,17,41,48,14,29.0,23,8,35.0,6,5,83.0,11,2,13,2,0,3,5,7800
Jessie Edwards,3,1,2,0,0.0,0,0,0.0,2,1,50.0,0,0,0,0,0,0,2,7800
Isabella Brancatisano,3,2,5,1,20.0,3,0,0.0,0,0,0.0,1,2,3,1,0,0,0,7800
Cassie Harberts,22,156,136,56,41.0,2,0,0.0,64,44,69.0,115,44,159,33,4,12,41,7800
Lindsey Moore,22,228,223,81,36.0,100,34,34.0,38,32,84.0,78,18,96,64,7,24,52,7800
Emma-Jane Klasztorny,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7800
Mikayla Pirini,1,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7800
Louella Tomlinson,12,149,135,62,46.0,7,2,29.0,39,23,59.0,62,10,72,14,31,13,32,7800
Antonia Farnworth,22,116,138,48,35.0,40,13,33.0,13,7,54.0,31,10,41,14,3,10,20,7800
